ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
4.355940503097416143e-03,-8.845813450213669307e-19,-8.594380262496405788e-08
4.355491350913876479e-03,-8.845811020054473139e-19,-8.593494073932000479e-08
4.355042198184484389e-03,-8.845808589892320669e-19,-8.592607884290616600e-08
4.354593044963826418e-03,-8.845806159727508490e-19,-8.591721693679951744e-08
4.354143891301028198e-03,-8.845803729560306232e-19,-8.590835502196932949e-08
4.353694737240303494e-03,-8.845801299390952710e-19,-8.589949309928795346e-08
4.353245582821445130e-03,-8.845798869219659776e-19,-8.589063116954052269e-08
4.352796428080267337e-03,-8.845796439046623876e-19,-8.588176923343362150e-08
4.352347273049001278e-03,-8.845794008872018343e-19,-8.587290729160321280e-08
4.351898117756655866e-03,-8.845791578696001104e-19,-8.586404534462165265e-08
4.351448962229338691e-03,-8.845789148518712750e-19,-8.585518339300404294e-08
4.350999806490547447e-03,-8.845786718340278469e-19,-8.584632143721398865e-08
4.350550650561429283e-03,-8.845784288160813814e-19,-8.583745947766874613e-08
4.350101494461017584e-03,-8.845781857980424714e-19,-8.582859751474382891e-08
4.349652338206441010e-03,-8.845779427799201685e-19,-8.581973554877720315e-08
4.349203181813115181e-03,-8.845776997617227544e-19,-8.581087358007303308e-08
4.348754025294917017e-03,-8.845774567434579328e-19,-8.580201160890508239e-08
4.348304868664333057e-03,-8.845772137251324444e-19,-8.579314963551971855e-08
4.347855711932600842e-03,-8.845769707067516817e-19,-8.578428766013870539e-08
4.347406555109835542e-03,-8.845767276883220005e-19,-8.577542568296158534e-08
4.346957398205141855e-03,-8.845764846698478303e-19,-8.576656370416796908e-08
4.346508241226711144e-03,-8.845762416513337933e-19,-8.575770172391952079e-08
4.346059084181917720e-03,-8.845759986327839340e-19,-8.574883974236171839e-08
4.345609927077397766e-03,-8.845757556142017191e-19,-8.573997775962549463e-08
4.345160769919123936e-03,-8.845755125955906153e-19,-8.573111577582869298e-08
4.344711612712472137e-03,-8.845752695769531262e-19,-8.572225379107736461e-08
4.344262455462278780e-03,-8.845750265582921408e-19,-8.571339180546697277e-08
4.343813298172898019e-03,-8.845747835396099701e-19,-8.570452981908341191e-08
4.343364140848251197e-03,-8.845745405209085401e-19,-8.569566783200401348e-08
4.342914983491861537e-03,-8.845742975021903546e-19,-8.568680584429836653e-08
4.342465826106906186e-03,-8.845740544834563764e-19,-8.567794385602905887e-08
4.342016668696239631e-03,-8.845738114647087241e-19,-8.566908186725251081e-08
4.341567511262434467e-03,-8.845735684459481681e-19,-8.566021987801938553e-08
4.341118353807803948e-03,-8.845733254271766343e-19,-8.565135788837539633e-08
4.340669196334429741e-03,-8.845730824083948931e-19,-8.564249589836159784e-08
4.340220038844187951e-03,-8.845728393896041000e-19,-8.563363390801496834e-08
4.339770881338762994e-03,-8.845725963708052179e-19,-8.562477191736880681e-08
4.339321723819675354e-03,-8.845723533519988248e-19,-8.561590992645306382e-08
4.338872566288291127e-03,-8.845721103331854983e-19,-8.560704793529469882e-08
4.338423408745839364e-03,-8.845718673143663940e-19,-8.559818594391795814e-08
4.337974251193425952e-03,-8.845716242955418971e-19,-8.558932395234469259e-08
4.337525093632049224e-03,-8.845713812767125854e-19,-8.558046196059455596e-08
4.337075936062603429e-03,-8.845711382578788441e-19,-8.557159996868524332e-08
4.336626778485896082e-03,-8.845708952390414435e-19,-8.556273797663264976e-08
4.336177620902654031e-03,-8.845706522202001910e-19,-8.555387598445112190e-08
4.335728463313530401e-03,-8.845704092013556644e-19,-8.554501399215353730e-08
4.335279305719113262e-03,-8.845701661825086342e-19,-8.553615199975151618e-08
4.334830148119931705e-03,-8.845699231636587150e-19,-8.552729000725550087e-08
4.334380990516462778e-03,-8.845696801448066773e-19,-8.551842801467487491e-08
4.333931832909134092e-03,-8.845694371259523285e-19,-8.550956602201812186e-08
4.333482675298331623e-03,-8.845691941070964390e-19,-8.550070402929282532e-08
4.333033517684405783e-03,-8.845689510882386235e-19,-8.549184203650588067e-08
4.332584360067665355e-03,-8.845687080693792673e-19,-8.548298004366341565e-08
4.332135202448392231e-03,-8.845684650505187555e-19,-8.547411805077100216e-08
4.331686044826841414e-03,-8.845682220316568956e-19,-8.546525605783361651e-08
4.331236887203239287e-03,-8.845679790127938801e-19,-8.545639406485578504e-08
4.330787729577792282e-03,-8.845677359939297091e-19,-8.544753207184153115e-08
4.330338571950684279e-03,-8.845674929750647677e-19,-8.543867007879449444e-08
4.329889414322080077e-03,-8.845672499561990559e-19,-8.542980808571797039e-08
4.329440256692130597e-03,-8.845670069373327663e-19,-8.542094609261489716e-08
4.328991099060970280e-03,-8.845667639184657064e-19,-8.541208409948792172e-08
4.328541941428719689e-03,-8.845665208995980687e-19,-8.540322210633945281e-08
4.328092783795488979e-03,-8.845662778807298532e-19,-8.539436011317163449e-08
4.327643626161375295e-03,-8.845660348618612525e-19,-8.538549811998637260e-08
4.327194468526467108e-03,-8.845657918429920740e-19,-8.537663612678546706e-08
4.326745310890843348e-03,-8.845655488241225104e-19,-8.536777413357042665e-08
4.326296153254576005e-03,-8.845653058052527541e-19,-8.535891214034270723e-08
4.325846995617730131e-03,-8.845650627863824201e-19,-8.535005014710353962e-08
4.325397837980362106e-03,-8.845648197675118935e-19,-8.534118815385411498e-08
4.324948680342525706e-03,-8.845645767486413669e-19,-8.533232616059541268e-08
4.324499522704266900e-03,-8.845643337297704551e-19,-8.532346416732838563e-08
4.324050365065627323e-03,-8.845640907108993507e-19,-8.531460217405385440e-08
4.323601207426646872e-03,-8.845638476920278611e-19,-8.530574018077258661e-08
4.323152049787357641e-03,-8.845636046731565642e-19,-8.529687818748524400e-08
4.322702892147791721e-03,-8.845633616542848820e-19,-8.528801619419242215e-08
4.322253734507976869e-03,-8.845631186354131998e-19,-8.527915420089469016e-08
4.321804576867937370e-03,-8.845628756165411325e-19,-8.527029220759253771e-08
4.321355419227695775e-03,-8.845626325976690651e-19,-8.526143021428638833e-08
4.320906261587272902e-03,-8.845623895787969978e-19,-8.525256822097665229e-08
4.320457103946686098e-03,-8.845621465599247378e-19,-8.524370622766370018e-08
4.320007946305951842e-03,-8.845619035410524779e-19,-8.523484423434783638e-08
4.319558788665084879e-03,-8.845616605221802179e-19,-8.522598224102936532e-08
4.319109631024099089e-03,-8.845614175033077654e-19,-8.521712024770853844e-08
4.318660473383005745e-03,-8.845611744844355054e-19,-8.520825825438558075e-08
4.318211315741816124e-03,-8.845609314655628603e-19,-8.519939626106071723e-08
4.317762158100538900e-03,-8.845606884466904078e-19,-8.519053426773415965e-08
4.317313000459184480e-03,-8.845604454278179552e-19,-8.518167227440605359e-08
4.316863842817758937e-03,-8.845602024089453101e-19,-8.517281028107654462e-08
4.316414685176270076e-03,-8.845599593900724724e-19,-8.516394828774577834e-08
4.315965527534723969e-03,-8.845597163711996346e-19,-8.515508629441391357e-08
4.315516369893127556e-03,-8.845594733523267969e-19,-8.514622430108101648e-08
4.315067212251483438e-03,-8.845592303334543444e-19,-8.513736230774720617e-08
4.314618054609798553e-03,-8.845589873145813140e-19,-8.512850031441258854e-08
4.314168896968076372e-03,-8.845587442957086689e-19,-8.511963832107722976e-08
4.313719739326320364e-03,-8.845585012768358312e-19,-8.511077632774119599e-08
4.313270581684533998e-03,-8.845582582579629935e-19,-8.510191433440457989e-08
4.312821424042720744e-03,-8.845580152390899631e-19,-8.509305234106740793e-08
4.312372266400881470e-03,-8.845577722202171254e-19,-8.508419034772977274e-08
4.311923108759022245e-03,-8.845575292013442877e-19,-8.507532835439168757e-08
4.311473951117141337e-03,-8.845572861824714500e-19,-8.506646636105321859e-08
4.311024793475243949e-03,-8.845570431635984196e-19,-8.505760436771437903e-08
4.310575635833329214e-03,-8.845568001447255819e-19,-8.504874237437523507e-08
4.310126478191400601e-03,-8.845565571258527442e-19,-8.503988038103579993e-08
4.309677320549458977e-03,-8.845563141069799065e-19,-8.503101838769611334e-08
4.309228162907506078e-03,-8.845560710881068761e-19,-8.502215639435618852e-08
4.308779005265541036e-03,-8.845558280692338458e-19,-8.501329440101606517e-08
4.308329847623567320e-03,-8.845555850503610081e-19,-8.500443240767574331e-08
4.307880689981585798e-03,-8.845553420314881704e-19,-8.499557041433526262e-08
4.307431532339596469e-03,-8.845550990126149475e-19,-8.498670842099460988e-08
4.306982374697599335e-03,-8.845548559937423023e-19,-8.497784642765383802e-08
4.306533217055596996e-03,-8.845546129748692720e-19,-8.496898443431294706e-08
4.306084059413587718e-03,-8.845543699559960491e-19,-8.496012244097193697e-08
4.305634901771574104e-03,-8.845541269371234040e-19,-8.495126044763082101e-08
4.305185744129556152e-03,-8.845538839182503736e-19,-8.494239845428962564e-08
4.304736586487532997e-03,-8.845536408993775359e-19,-8.493353646094835086e-08
4.304287428845507239e-03,-8.845533978805045056e-19,-8.492467446760699667e-08
4.303838271203478012e-03,-8.845531548616314753e-19,-8.491581247426557631e-08
4.303389113561445316e-03,-8.845529118427584450e-19,-8.490695048092410300e-08
4.302939955919410885e-03,-8.845526688238856072e-19,-8.489808848758256352e-08
4.302490798277372984e-03,-8.845524258050125769e-19,-8.488922649424098434e-08
4.302041640635333349e-03,-8.845521827861395466e-19,-8.488036450089937869e-08
4.301592482993291978e-03,-8.845519397672667089e-19,-8.487150250755772010e-08
4.301143325351248874e-03,-8.845516967483938711e-19,-8.486264051421602180e-08
4.300694167709204034e-03,-8.845514537295204556e-19,-8.485377852087428380e-08
4.300245010067157460e-03,-8.845512107106476179e-19,-8.484491652753254580e-08
4.299795852425110018e-03,-8.845509676917747802e-19,-8.483605453419076809e-08
4.299346694783061709e-03,-8.845507246729015573e-19,-8.482719254084896391e-08
4.298897537141011665e-03,-8.845504816540285270e-19,-8.481833054750713327e-08
4.298448379498960754e-03,-8.845502386351556892e-19,-8.480946855416528939e-08
4.297999221856908976e-03,-8.845499956162826589e-19,-8.480060656082344551e-08
4.297550064214856330e-03,-8.845497525974098212e-19,-8.479174456748157516e-08
4.297100906572803684e-03,-8.845495095785367909e-19,-8.478288257413967834e-08
4.296651748930750171e-03,-8.845492665596637606e-19,-8.477402058079778152e-08
4.296202591288696658e-03,-8.845490235407907302e-19,-8.476515858745587146e-08
4.295753433646640543e-03,-8.845487805219176999e-19,-8.475629659411394817e-08
4.295304276004585295e-03,-8.845485375030448622e-19,-8.474743460077203812e-08
4.294855118362530047e-03,-8.845482944841718319e-19,-8.473857260743008836e-08
4.294405960720473932e-03,-8.845480514652989941e-19,-8.472971061408815183e-08
4.293956803078418684e-03,-8.845478084464257712e-19,-8.472084862074620207e-08
4.293507645436361701e-03,-8.845475654275529335e-19,-8.471198662740425231e-08
4.293058487794305586e-03,-8.845473224086797106e-19,-8.470312463406227608e-08
4.292609330152247736e-03,-8.845470793898070655e-19,-8.469426264072032632e-08
4.292160172510190753e-03,-8.845468363709338425e-19,-8.468540064737835009e-08
4.291711014868133771e-03,-8.845465933520610048e-19,-8.467653865403637386e-08
4.291261857226075921e-03,-8.845463503331881671e-19,-8.466767666069441087e-08
4.290812699584018071e-03,-8.845461073143149442e-19,-8.465881466735242141e-08
4.290363541941959354e-03,-8.845458642954421065e-19,-8.464995267401044518e-08
4.289914384299902371e-03,-8.845456212765690761e-19,-8.464109068066845571e-08
4.289465226657843654e-03,-8.845453782576960458e-19,-8.463222868732646625e-08
4.289016069015784936e-03,-8.845451352388230155e-19,-8.462336669398447678e-08
4.288566911373727086e-03,-8.845448922199499852e-19,-8.461450470064248732e-08
4.288117753731668369e-03,-8.845446492010771475e-19,-8.460564270730049785e-08
4.287668596089610519e-03,-8.845444061822041171e-19,-8.459678071395849515e-08
4.287219438447551802e-03,-8.845441631633310868e-19,-8.458791872061650569e-08
4.286770280805493084e-03,-8.845439201444580565e-19,-8.457905672727451623e-08
4.286321123163434367e-03,-8.845436771255852188e-19,-8.457019473393252676e-08
4.285871965521375650e-03,-8.845434341067121885e-19,-8.456133274059051083e-08
4.285422807879316932e-03,-8.845431910878391581e-19,-8.455247074724852136e-08
4.284973650237258215e-03,-8.845429480689661278e-19,-8.454360875390651866e-08
4.284524492595199498e-03,-8.845427050500932901e-19,-8.453474676056451596e-08
4.284075334953140780e-03,-8.845424620312202598e-19,-8.452588476722252650e-08
4.283626177311081196e-03,-8.845422190123472294e-19,-8.451702277388052380e-08
4.283177019669022478e-03,-8.845419759934743917e-19,-8.450816078053850787e-08
4.282727862026962894e-03,-8.845417329746013614e-19,-8.449929878719650517e-08
4.282278704384905044e-03,-8.845414899557281385e-19,-8.449043679385450247e-08
4.281829546742845459e-03,-8.845412469368551082e-19,-8.448157480051249977e-08
4.281380389100786742e-03,-8.845410039179824630e-19,-8.447271280717049707e-08
4.280931231458727157e-03,-8.845407608991094327e-19,-8.446385081382849437e-08
4.280482073816668440e-03,-8.845405178802362098e-19,-8.445498882048649167e-08
4.280032916174608855e-03,-8.845402748613633721e-19,-8.444612682714447574e-08
4.279583758532551005e-03,-8.845400318424903418e-19,-8.443726483380247304e-08
4.279134600890491420e-03,-8.845397888236175040e-19,-8.442840284046047034e-08
4.278685443248432703e-03,-8.845395458047444737e-19,-8.441954084711846764e-08
4.278236285606373118e-03,-8.845393027858714434e-19,-8.441067885377646494e-08
4.277787127964314401e-03,-8.845390597669982205e-19,-8.440181686043446224e-08
4.277337970322254816e-03,-8.845388167481253828e-19,-8.439295486709245954e-08
4.276888812680196099e-03,-8.845385737292527376e-19,-8.438409287375044361e-08
4.276439655038136514e-03,-8.845383307103793221e-19,-8.437523088040844091e-08
4.275990497396076929e-03,-8.845380876915066770e-19,-8.436636888706642497e-08
4.275541339754018212e-03,-8.845378446726336467e-19,-8.435750689372442227e-08
4.275092182111958627e-03,-8.845376016537604238e-19,-8.434864490038241957e-08
4.274643024469899910e-03,-8.845373586348873934e-19,-8.433978290704041688e-08
4.274193866827840325e-03,-8.845371156160145557e-19,-8.433092091369841418e-08
4.273744709185781608e-03,-8.845368725971415254e-19,-8.432205892035641148e-08
4.273295551543722023e-03,-8.845366295782686877e-19,-8.431319692701439554e-08
4.272846393901663306e-03,-8.845363865593956573e-19,-8.430433493367237961e-08
4.272397236259603721e-03,-8.845361435405226270e-19,-8.429547294033037691e-08
4.271948078617545004e-03,-8.845359005216495967e-19,-8.428661094698837421e-08
4.271498920975485419e-03,-8.845356575027765664e-19,-8.427774895364637151e-08
4.271049763333426702e-03,-8.845354144839035361e-19,-8.426888696030436881e-08
4.270600605691367117e-03,-8.845351714650306983e-19,-8.426002496696235288e-08
4.270151448049308400e-03,-8.845349284461578606e-19,-8.425116297362035018e-08
4.269702290407248815e-03,-8.845346854272848303e-19,-8.424230098027834748e-08
4.269253132765190098e-03,-8.845344424084118000e-19,-8.423343898693633154e-08
4.268803975123130513e-03,-8.845341993895387697e-19,-8.422457699359432884e-08
4.268354817481071796e-03,-8.845339563706657393e-19,-8.421571500025231291e-08
4.267905659839012211e-03,-8.845337133517925164e-19,-8.420685300691031021e-08
4.267456502196953494e-03,-8.845334703329198713e-19,-8.419799101356830751e-08
4.267007344554893909e-03,-8.845332273140468410e-19,-8.418912902022630481e-08
4.266558186912835192e-03,-8.845329842951738107e-19,-8.418026702688430211e-08
4.266109029270775607e-03,-8.845327412763007803e-19,-8.417140503354228618e-08
4.265659871628716890e-03,-8.845324982574279426e-19,-8.416254304020027025e-08
4.265210713986657305e-03,-8.845322552385547197e-19,-8.415368104685826755e-08
4.264761556344598588e-03,-8.845320122196818820e-19,-8.414481905351626485e-08
4.264312398702539003e-03,-8.845317692008088517e-19,-8.413595706017426215e-08
4.263863241060480286e-03,-8.845315261819360139e-19,-8.412709506683225945e-08
4.263414083418420701e-03,-8.845312831630627910e-19,-8.411823307349024351e-08
4.262964925776361984e-03,-8.845310401441899533e-19,-8.410937108014824081e-08
4.262515768134302399e-03,-8.845307971253171156e-19,-8.410050908680623812e-08
4.262066610492243682e-03,-8.845305541064438927e-19,-8.409164709346422218e-08
4.261617452850184097e-03,-8.845303110875710549e-19,-8.408278510012221948e-08
4.261168295208124512e-03,-8.845300680686980246e-19,-8.407392310678020355e-08
4.260719137566065795e-03,-8.845298250498249943e-19,-8.406506111343820085e-08
4.260269979924006210e-03,-8.845295820309519640e-19,-8.405619912009619815e-08
4.259820822281947493e-03,-8.845293390120791262e-19,-8.404733712675419545e-08
4.259371664639887908e-03,-8.845290959932059033e-19,-8.403847513341217952e-08
4.258922506997829191e-03,-8.845288529743332582e-19,-8.402961314007017682e-08
4.258473349355769606e-03,-8.845286099554600353e-19,-8.402075114672817412e-08
4.258024191713710889e-03,-8.845283669365870050e-19,-8.401188915338615818e-08
4.257575034071651304e-03,-8.845281239177139746e-19,-8.400302716004415548e-08
4.257125876429592587e-03,-8.845278808988411369e-19,-8.399416516670213955e-08
4.256676718787533002e-03,-8.845276378799681066e-19,-8.398530317336013685e-08
4.256227561145474285e-03,-8.845273948610950763e-19,-8.397644118001813415e-08
4.255778403503414700e-03,-8.845271518422220460e-19,-8.396757918667613145e-08
4.255329245861355983e-03,-8.845269088233492082e-19,-8.395871719333411552e-08
4.254880088219296398e-03,-8.845266658044759853e-19,-8.394985519999211282e-08
4.254430930577237681e-03,-8.845264227856031476e-19,-8.394099320665009688e-08
4.253981772935178096e-03,-8.845261797667303099e-19,-8.393213121330809418e-08
4.253532615293119379e-03,-8.845259367478570870e-19,-8.392326921996609148e-08
4.253083457651059794e-03,-8.845256937289844418e-19,-8.391440722662407555e-08
4.252634300009001077e-03,-8.845254507101114115e-19,-8.390554523328207285e-08
4.252185142366941492e-03,-8.845252076912381886e-19,-8.389668323994007015e-08
4.251735984724882775e-03,-8.845249646723651583e-19,-8.388782124659806745e-08
4.251286827082823190e-03,-8.845247216534923206e-19,-8.387895925325606475e-08
4.250837669440764473e-03,-8.845244786346192902e-19,-8.387009725991404882e-08
4.250388511798704888e-03,-8.845242356157464525e-19,-8.386123526657203289e-08
4.249939354156646171e-03,-8.845239925968734222e-19,-8.385237327323003019e-08
4.249490196514586586e-03,-8.845237495780003919e-19,-8.384351127988802749e-08
4.249041038872527869e-03,-8.845235065591273616e-19,-8.383464928654601155e-08
4.248591881230468284e-03,-8.845232635402543312e-19,-8.382578729320400885e-08
4.248142723588409567e-03,-8.845230205213813009e-19,-8.381692529986200615e-08
4.247693565946349982e-03,-8.845227775025082706e-19,-8.380806330652000345e-08
4.247244408304291265e-03,-8.845225344836352403e-19,-8.379920131317800076e-08
4.246795250662231680e-03,-8.845222914647625951e-19,-8.379033931983597159e-08
4.246346093020172095e-03,-8.845220484458893722e-19,-8.378147732649396889e-08
4.245896935378113378e-03,-8.845218054270165345e-19,-8.377261533315196619e-08
4.245447777736053793e-03,-8.845215624081435042e-19,-8.376375333980996349e-08
4.244998620093995076e-03,-8.845213193892702813e-19,-8.375489134646796079e-08
4.244549462451935491e-03,-8.845210763703978287e-19,-8.374602935312594485e-08
4.244100304809875907e-03,-8.845208333515246058e-19,-8.373716735978394216e-08
4.243651147167816322e-03,-8.845205903326515755e-19,-8.372830536644193946e-08
4.243201989525757604e-03,-8.845203473137785452e-19,-8.371944337309992352e-08
4.242752831883698020e-03,-8.845201042949057075e-19,-8.371058137975792082e-08
4.242303674241639302e-03,-8.845198612760326771e-19,-8.370171938641590489e-08
4.241854516599579718e-03,-8.845196182571596468e-19,-8.369285739307390219e-08
4.241405358957521000e-03,-8.845193752382866165e-19,-8.368399539973189949e-08
4.240956201315461416e-03,-8.845191322194137788e-19,-8.367513340638989679e-08
4.240507043673402698e-03,-8.845188892005405559e-19,-8.366627141304789409e-08
4.240057886031343114e-03,-8.845186461816677181e-19,-8.365740941970587816e-08
4.239608728389284396e-03,-8.845184031627946878e-19,-8.364854742636387546e-08
4.239159570747224812e-03,-8.845181601439216575e-19,-8.363968543302185952e-08
4.238710413105166094e-03,-8.845179171250486272e-19,-8.363082343967985682e-08
4.238261255463106510e-03,-8.845176741061759820e-19,-8.362196144633785413e-08
4.237812097821047792e-03,-8.845174310873025665e-19,-8.361309945299583819e-08
4.237362940178988208e-03,-8.845171880684297288e-19,-8.360423745965383549e-08
4.236913782536929490e-03,-8.845169450495566985e-19,-8.359537546631183279e-08
4.236464624894869906e-03,-8.845167020306836682e-19,-8.358651347296983009e-08
4.236015467252811188e-03,-8.845164590118108304e-19,-8.357765147962782739e-08
4.235566309610751604e-03,-8.845162159929378001e-19,-8.356878948628579822e-08
4.235117151968692886e-03,-8.845159729740649624e-19,-8.355992749294379553e-08
4.234667994326633302e-03,-8.845157299551917395e-19,-8.355106549960179283e-08
4.234218836684574584e-03,-8.845154869363189018e-19,-8.354220350625979013e-08
4.233769679042515000e-03,-8.845152439174458714e-19,-8.353334151291778743e-08
4.233320521400456282e-03,-8.845150008985728411e-19,-8.352447951957577149e-08
4.232871363758396697e-03,-8.845147578796998108e-19,-8.351561752623376879e-08
4.232422206116337980e-03,-8.845145148608271657e-19,-8.350675553289176609e-08
4.231973048474278395e-03,-8.845142718419539428e-19,-8.349789353954975016e-08
4.231523890832219678e-03,-8.845140288230811050e-19,-8.348903154620773423e-08
4.231074733190160093e-03,-8.845137858042078821e-19,-8.348016955286573153e-08
4.230625575548101376e-03,-8.845135427853348518e-19,-8.347130755952372883e-08
4.230176417906041791e-03,-8.845132997664618215e-19,-8.346244556618172613e-08
4.229727260263983074e-03,-8.845130567475891764e-19,-8.345358357283972343e-08
4.229278102621923489e-03,-8.845128137287159534e-19,-8.344472157949770749e-08
4.228828944979863905e-03,-8.845125707098431157e-19,-8.343585958615570480e-08
4.228379787337805187e-03,-8.845123276909700854e-19,-8.342699759281370210e-08
4.227930629695745603e-03,-8.845120846720970551e-19,-8.341813559947168616e-08
4.227481472053686885e-03,-8.845118416532240248e-19,-8.340927360612968346e-08
4.227032314411627301e-03,-8.845115986343509944e-19,-8.340041161278766753e-08
4.226583156769568583e-03,-8.845113556154781567e-19,-8.339154961944566483e-08
4.226133999127508999e-03,-8.845111125966051264e-19,-8.338268762610366213e-08
4.225684841485450281e-03,-8.845108695777322887e-19,-8.337382563276165943e-08
4.225235683843390697e-03,-8.845106265588592583e-19,-8.336496363941965673e-08
4.224786526201331979e-03,-8.845103835399860354e-19,-8.335610164607764080e-08
4.224337368559272395e-03,-8.845101405211130051e-19,-8.334723965273562486e-08
4.223888210917213677e-03,-8.845098975022403600e-19,-8.333837765939362216e-08
4.223439053275154093e-03,-8.845096544833671371e-19,-8.332951566605161946e-08
4.222989895633095375e-03,-8.845094114644942993e-19,-8.332065367270961677e-08
4.222540737991035791e-03,-8.845091684456212690e-19,-8.331179167936760083e-08
4.222091580348977073e-03,-8.845089254267482387e-19,-8.330292968602559813e-08
4.221642422706917488e-03,-8.845086824078752084e-19,-8.329406769268359543e-08
4.221193265064858771e-03,-8.845084393890021781e-19,-8.328520569934159273e-08
4.220744107422799186e-03,-8.845081963701291478e-19,-8.327634370599957680e-08
4.220294949780740469e-03,-8.845079533512563100e-19,-8.326748171265756086e-08
4.219845792138680884e-03,-8.845077103323832797e-19,-8.325861971931555817e-08
4.219396634496622167e-03,-8.845074673135104420e-19,-8.324975772597355547e-08
4.218947476854562582e-03,-8.845072242946374117e-19,-8.324089573263155277e-08
4.218498319212503865e-03,-8.845069812757643813e-19,-8.323203373928955007e-08
4.218049161570444280e-03,-8.845067382568915436e-19,-8.322317174594753413e-08
4.217600003928385563e-03,-8.845064952380183207e-19,-8.321430975260553143e-08
4.217150846286325978e-03,-8.845062522191454830e-19,-8.320544775926352873e-08
4.216701688644267261e-03,-8.845060092002724527e-19,-8.319658576592151280e-08
4.216252531002207676e-03,-8.845057661813994223e-19,-8.318772377257951010e-08
4.215803373360148959e-03,-8.845055231625263920e-19,-8.317886177923749417e-08
4.215354215718089374e-03,-8.845052801436535543e-19,-8.316999978589549147e-08
4.214905058076030657e-03,-8.845050371247803314e-19,-8.316113779255348877e-08
4.214455900433971072e-03,-8.845047941059074937e-19,-8.315227579921148607e-08
4.214006742791911488e-03,-8.845045510870344633e-19,-8.314341380586948337e-08
4.213557585149852770e-03,-8.845043080681614330e-19,-8.313455181252746744e-08
4.213108427507793186e-03,-8.845040650492884027e-19,-8.312568981918545150e-08
4.212659269865734468e-03,-8.845038220304155650e-19,-8.311682782584344880e-08
4.212210112223674884e-03,-8.845035790115425347e-19,-8.310796583250144610e-08
4.211760954581616166e-03,-8.845033359926695043e-19,-8.309910383915943017e-08
4.211311796939556581e-03,-8.845030929737964740e-19,-8.309024184581742747e-08
4.210862639297497864e-03,-8.845028499549236363e-19,-8.308137985247542477e-08
4.210413481655438279e-03,-8.845026069360506060e-19,-8.307251785913342207e-08
4.209964324013379562e-03,-8.845023639171775757e-19,-8.306365586579141937e-08
4.209515166371319977e-03,-8.845021208983049305e-19,-8.305479387244940344e-08
4.209066008729260393e-03,-8.845018778794315150e-19,-8.304593187910738750e-08
4.208616851087200808e-03,-8.845016348605588699e-19,-8.303706988576538480e-08
4.208167693445142091e-03,-8.845013918416858396e-19,-8.302820789242338210e-08
4.207718535803082506e-03,-8.845011488228128092e-19,-8.301934589908137941e-08
4.207269378161023789e-03,-8.845009058039395863e-19,-8.301048390573936347e-08
4.206820220518964204e-03,-8.845006627850667486e-19,-8.300162191239736077e-08
4.206371062876905487e-03,-8.845004197661937183e-19,-8.299275991905535807e-08
4.205921905234845902e-03,-8.845001767473208806e-19,-8.298389792571335537e-08
4.205472747592787185e-03,-8.844999337284478502e-19,-8.297503593237133944e-08
4.205023589950727600e-03,-8.844996907095748199e-19,-8.296617393902932351e-08
4.204574432308668883e-03,-8.844994476907017896e-19,-8.295731194568732081e-08
4.204125274666609298e-03,-8.844992046718289519e-19,-8.294844995234531811e-08
4.203676117024550581e-03,-8.844989616529557290e-19,-8.293958795900331541e-08
4.203226959382490996e-03,-8.844987186340828912e-19,-8.293072596566131271e-08
4.202777801740432279e-03,-8.844984756152098609e-19,-8.292186397231929677e-08
4.202328644098372694e-03,-8.844982325963370232e-19,-8.291300197897729407e-08
4.201879486456313977e-03,-8.844979895774639929e-19,-8.290413998563527814e-08
4.201430328814254392e-03,-8.844977465585909626e-19,-8.289527799229327544e-08
4.200981171172195675e-03,-8.844975035397181248e-19,-8.288641599895127274e-08
4.200532013530136090e-03,-8.844972605208447093e-19,-8.287755400560925681e-08
4.200082855888077372e-03,-8.844970175019720642e-19,-8.286869201226725411e-08
4.199633698246017788e-03,-8.844967744830990339e-19,-8.285983001892525141e-08
4.199184540603959070e-03,-8.844965314642260035e-19,-8.285096802558324871e-08
4.198735382961899486e-03,-8.844962884453529732e-19,-8.284210603224124601e-08
4.198286225319840768e-03,-8.844960454264801355e-19,-8.283324403889923008e-08
4.197837067677781184e-03,-8.844958024076069126e-19,-8.282438204555721414e-08
4.197387910035722466e-03,-8.844955593887340749e-19,-8.281552005221521144e-08
4.196938752393662882e-03,-8.844953163698610445e-19,-8.280665805887320874e-08
4.196489594751603297e-03,-8.844950733509882068e-19,-8.279779606553120604e-08
4.196040437109544580e-03,-8.844948303321149839e-19,-8.278893407218919011e-08
4.195591279467484995e-03,-8.844945873132421462e-19,-8.278007207884718741e-08
4.195142121825426278e-03,-8.844943442943691159e-19,-8.277121008550518471e-08
4.194692964183366693e-03,-8.844941012754960855e-19,-8.276234809216318201e-08
4.194243806541307976e-03,-8.844938582566228626e-19,-8.275348609882116608e-08
4.193794648899248391e-03,-8.844936152377502175e-19,-8.274462410547915014e-08
4.193345491257189674e-03,-8.844933722188771872e-19,-8.273576211213714744e-08
4.192896333615130089e-03,-8.844931292000041569e-19,-8.272690011879514474e-08
4.192447175973071372e-03,-8.844928861811313191e-19,-8.271803812545314205e-08
4.191998018331011787e-03,-8.844926431622580962e-19,-8.270917613211112611e-08
4.191548860688953070e-03,-8.844924001433854511e-19,-8.270031413876912341e-08
