gyro_bias_x (deg/s),gyro_bias_y (deg/s),gyro_bias_z (deg/s)
3.403562559841780466e+00,-1.695203584347244885e-01,4.803881461469974162e-02
3.279244726492755557e+00,-1.785144855745135761e-01,4.746587868276084393e-02
3.147766159516016238e+00,-1.947748783592216371e-01,4.659477684851649065e-02
3.022348363588279962e+00,-1.947476779177639006e-01,4.588840990330701752e-02
2.894130799074583926e+00,-1.951116530546479766e-01,4.500237197754122093e-02
2.772199552598320960e+00,-1.992675977666027443e-01,4.413271144450837263e-02
2.644752972994660833e+00,-2.079388681109950177e-01,4.297109798538673725e-02
2.524117644921243908e+00,-2.223756181728873960e-01,4.183033821067751179e-02
2.398247526292501597e+00,-2.186801736027283172e-01,4.049625098900991316e-02
2.282426667171387091e+00,-2.120482143232931826e-01,3.931001385095322931e-02
2.165544751292137082e+00,-2.072685544082553399e-01,3.793588451973051168e-02
2.055242902637423263e+00,-2.068133182385939184e-01,3.659140958312575437e-02
1.953635258840654254e+00,-1.968224573301670943e-01,3.539439846096534975e-02
1.844314609300525598e+00,-1.923519939960299796e-01,3.378522633124673991e-02
1.754079991014802831e+00,-1.870930609378725906e-01,3.264357926909299684e-02
1.675541264677323783e+00,-1.901732267048451830e-01,3.173224157448669563e-02
1.595820589492564334e+00,-1.838232286589177311e-01,3.066492358597899467e-02
1.517006745766006581e+00,-1.780278065882543725e-01,2.949205227723171799e-02
1.437692948557745432e+00,-1.823108112058302033e-01,2.815238695736586166e-02
1.360362457097436417e+00,-1.791297927418863400e-01,2.676003793019119184e-02
1.292635495375652477e+00,-1.782024271542056448e-01,2.559448192676483033e-02
1.223411115059070298e+00,-1.792003526127792790e-01,2.424573618560749155e-02
1.158240599450672592e+00,-1.722736933179054297e-01,2.293499769811783301e-02
1.105113767297051242e+00,-1.676818278175056243e-01,2.198678239803297449e-02
1.054301949953652118e+00,-1.731514012713507300e-01,2.102476882932447291e-02
1.006893905043481974e+00,-1.682090084765813232e-01,2.009957023543160887e-02
9.612361681261591961e-01,-1.548128996849907624e-01,1.914518737116572070e-02
9.105784873380359246e-01,-1.510398455606211388e-01,1.787935639306198130e-02
8.829568882118108419e-01,-1.500060214605506981e-01,1.754001835030218406e-02
8.428537067588381948e-01,-1.442463634219476876e-01,1.655385084410784455e-02
8.043277935606346629e-01,-1.561763378318741236e-01,1.557235528553731554e-02
7.612485715608791059e-01,-1.556852776899772528e-01,1.428158549177384155e-02
7.332044481068142883e-01,-1.509562702305483339e-01,1.361996469869625540e-02
7.057969853324118636e-01,-1.522463406069630987e-01,1.292758744656134773e-02
6.793793338217424260e-01,-1.549444440530528266e-01,1.221963245335690867e-02
6.580237954401079170e-01,-1.499743371927219904e-01,1.169026305704823528e-02
6.242901986242613832e-01,-1.613422192940182076e-01,1.049786915919670958e-02
6.013919253333301906e-01,-1.622519730071067534e-01,9.784421692159751133e-03
5.845589184436486008e-01,-1.474826276932013069e-01,9.304917164518002742e-03
5.666613108532512211e-01,-1.437437012978352857e-01,8.741429812852922338e-03
5.445655476103167247e-01,-1.303231275892895724e-01,7.879110713777769462e-03
5.353155178112911639e-01,-1.290766577075511401e-01,7.706390583385294528e-03
5.226254369009047940e-01,-1.213932075052535919e-01,7.287545217046768019e-03
5.035400636257012508e-01,-1.239734369992340907e-01,6.489894742133962315e-03
4.973345410259299992e-01,-1.233089219203303971e-01,6.389530898702204705e-03
4.903640748134966976e-01,-1.249494335882953833e-01,6.220965846263004292e-03
4.762959711091027670e-01,-1.280027357331549320e-01,5.604300338709881750e-03
4.520961576876609267e-01,-1.300195115369922327e-01,4.337775286020199156e-03
4.341515668366959790e-01,-1.332651404272102713e-01,3.418091485366868930e-03
4.147943237809366690e-01,-1.453849657868745981e-01,2.401650526984851122e-03
4.067012655516711872e-01,-1.439284012148482617e-01,2.019558987483605159e-03
3.846716854417250309e-01,-1.333190166113464026e-01,6.910575402822054973e-04
3.714887744827746197e-01,-1.426752999687135870e-01,-3.729335466648977724e-05
3.715793623034794879e-01,-1.357795184262471921e-01,2.520374577498445389e-05
3.569631852044997111e-01,-1.364003408060804057e-01,-8.825443699230201390e-04
3.503342451807056057e-01,-1.307776054000279464e-01,-1.300847522746858978e-03
3.507977741626727708e-01,-1.465207633378724505e-01,-1.181027790829958669e-03
3.356498056260930340e-01,-1.481656359406342827e-01,-2.201734667183020099e-03
3.373609760759543330e-01,-1.357308347971876161e-01,-2.118590329984860673e-03
3.382871132568458505e-01,-1.356135590834007254e-01,-2.056617101398094949e-03
3.191715707396984847e-01,-1.252898547256392769e-01,-3.478277338836424735e-03
3.024882043827045175e-01,-1.446324641919884413e-01,-4.639103532999884136e-03
2.867748735708617880e-01,-1.335597246891195022e-01,-5.869150996905952815e-03
2.794510808518210765e-01,-1.304107848863926555e-01,-6.470605038929490641e-03
2.688481759332201904e-01,-1.376601172347021729e-01,-7.294370640653825670e-03
2.716792655076029628e-01,-1.231429874688533266e-01,-7.203486810715107290e-03
2.649707893879645892e-01,-1.103640384671732838e-01,-7.845491296972947545e-03
2.659617700181910460e-01,-1.143233023198667042e-01,-7.836519181428280509e-03
2.708447534640002208e-01,-1.146761555845919323e-01,-7.543424550582200454e-03
2.627271625103543284e-01,-1.195453849729991719e-01,-8.265616798304309745e-03
2.747569222324955929e-01,-1.269475467669057833e-01,-7.373645609750160805e-03
2.709207041532468163e-01,-1.288525819375681281e-01,-7.785454947517925911e-03
2.701928357653886059e-01,-1.320733512951514366e-01,-7.944362141760932805e-03
2.639802107571657119e-01,-1.324881441389618164e-01,-8.573887948556058874e-03
2.593208229334226234e-01,-1.297657582962472300e-01,-9.096363295827143702e-03
2.473005029621839768e-01,-1.289503594547243004e-01,-1.024030806813456748e-02
2.381841550514356420e-01,-1.297095510336503665e-01,-1.114386668812035637e-02
2.372635178962220204e-01,-1.289377027842832646e-01,-1.136018955047019864e-02
2.263458058001795170e-01,-1.339871665032177916e-01,-1.242525538664062019e-02
2.304732429420540962e-01,-1.347851504657864852e-01,-1.220083667212884873e-02
2.429170132764086332e-01,-1.336109052939685460e-01,-1.124735984680250676e-02
2.301883541825519019e-01,-1.263406089598789195e-01,-1.257056613001871111e-02
2.216916044504098904e-01,-1.223734855168638891e-01,-1.350933508368488273e-02
2.170432086321133491e-01,-1.302224774077454239e-01,-1.405076808042784141e-02
2.127151820959390927e-01,-1.242504223118727907e-01,-1.463641019828912371e-02
2.142205730660962648e-01,-1.166366533861745020e-01,-1.469415974804845655e-02
2.029612108151678807e-01,-1.238097979925826958e-01,-1.588023793036660164e-02
1.944677102802667701e-01,-1.249084792465065125e-01,-1.684681951595883367e-02
1.902686392528447068e-01,-1.303056036783349914e-01,-1.739201852347770430e-02
1.721465807640069623e-01,-1.232212867130595968e-01,-1.935024242805969200e-02
1.692474289774982821e-01,-9.922656611133860716e-02,-1.993161493072193036e-02
1.627632245766263419e-01,-9.347928253719565983e-02,-2.078037545522169044e-02
1.573094916973937218e-01,-9.349254023448012874e-02,-2.150796610605753070e-02
1.527424565562350012e-01,-1.020389065252571142e-01,-2.211226514301718390e-02
1.493384488549018840e-01,-9.955119853447269573e-02,-2.266373319127264543e-02
1.538773504710347906e-01,-1.007995939198883528e-01,-2.239485239256176763e-02
1.499472157931276695e-01,-1.052768424614015791e-01,-2.297649269467280653e-02
1.441807405245003060e-01,-9.972373400863937531e-02,-2.380673182604598967e-02
1.336811785896705462e-01,-9.559113797240789689e-02,-2.513114046379135227e-02
1.458966492781087754e-01,-9.331983835414112138e-02,-2.407009488597356209e-02
1.344056689868086962e-01,-9.227086926387925714e-02,-2.550707136564946825e-02
1.215871429730445569e-01,-9.215185154942688583e-02,-2.709356295543909054e-02
1.211007964036033419e-01,-8.984266112343504418e-02,-2.737772882330800212e-02
1.201784967005434523e-01,-9.030321595043182270e-02,-2.769768291968476362e-02
1.151528538353299436e-01,-9.677673378245478519e-02,-2.843760723590966003e-02
1.211271418781826870e-01,-9.562247586912105135e-02,-2.801205118112512840e-02
1.182745325839716644e-01,-9.271478345084371853e-02,-2.857421357820416272e-02
1.166648260567068884e-01,-9.146950378401043358e-02,-2.899221586379034307e-02
1.155061144599176109e-01,-9.535473348737293076e-02,-2.933402918886585803e-02
1.009470007437973937e-01,-8.817104800541213094e-02,-3.126427909031668367e-02
1.064514583854723473e-01,-8.325424576400129728e-02,-3.089665747713654653e-02
9.732788807682399290e-02,-8.652883348534870511e-02,-3.217051393563635092e-02
9.568021517565257483e-02,-9.396404565339899762e-02,-3.256080502226253032e-02
9.720253987073554369e-02,-8.993098381696899846e-02,-3.264680820325723681e-02
8.248278074224028866e-02,-9.107787986714430128e-02,-3.462262398157446575e-02
8.129409705500389993e-02,-9.246976534837084150e-02,-3.500176454890488453e-02
7.186733632105965497e-02,-9.704518566790774903e-02,-3.635363677496013246e-02
7.796995615057095153e-02,-9.879874430644376704e-02,-3.585676789156984345e-02
7.475647864839997381e-02,-7.760261290049585980e-02,-3.661989590649117332e-02
7.509573647590396528e-02,-7.485550030159233981e-02,-3.684749651553335253e-02
7.150263709440896065e-02,-6.650192409524516290e-02,-3.759355292136018489e-02
7.340906211247678892e-02,-7.376657636825324771e-02,-3.757149525640977872e-02
7.143102534170327200e-02,-6.905728027405243219e-02,-3.810352235629448081e-02
6.805730706279450315e-02,-5.802392601969232760e-02,-3.885064013482027179e-02
7.011886129903203979e-02,-5.514913069169374155e-02,-3.886538746061693472e-02
7.128279805556402005e-02,-6.807908127859564618e-02,-3.890252777723603173e-02
5.986115293417933192e-02,-6.906871478145623633e-02,-4.062651929846788912e-02
4.401021277813366162e-02,-6.878063204644430106e-02,-4.294240354978094004e-02
4.214563889049376816e-02,-6.905126305081128735e-02,-4.344754063388142629e-02
4.843418193764501001e-02,-7.408823193079658309e-02,-4.285858645434741099e-02
5.133820923178381707e-02,-7.546909343525765035e-02,-4.273355509850326750e-02
4.629245756237476694e-02,-7.988019055597407603e-02,-4.364619299857671469e-02
4.440015186004158537e-02,-7.473704015756052477e-02,-4.419769967406084188e-02
3.365654188000564290e-02,-8.662124940369181347e-02,-4.584505780526200447e-02
3.897345472205995115e-02,-8.475781130586058920e-02,-4.540549355136340448e-02
3.539066176045254503e-02,-8.599461050437082199e-02,-4.615855545667209292e-02
3.059441055684581148e-02,-8.483586793093907119e-02,-4.709637128452338894e-02
3.569842666769301037e-02,-8.609015960487503838e-02,-4.665628210717757962e-02
2.064713597579152099e-02,-8.021300272388093289e-02,-4.905790915392189283e-02
1.915265415724189124e-02,-7.239982743835232659e-02,-4.958784215686243974e-02
2.433343121367004952e-02,-7.662611872439652194e-02,-4.910934424058062409e-02
3.545449314371715288e-02,-7.323839596426888476e-02,-4.782977694654896861e-02
3.996884076667169688e-02,-6.658075407845631677e-02,-4.750150674517545496e-02
3.749734226631307177e-02,-6.950764632017220057e-02,-4.811414488028458586e-02
3.247938968697670903e-02,-7.462182723340725354e-02,-4.908300015265903982e-02
3.611033666689386634e-02,-5.790832462300036371e-02,-4.892849550580076479e-02
4.282003872970633479e-02,-4.963674000723045099e-02,-4.827016859531365472e-02
4.443842669126507605e-02,-3.916234951644713413e-02,-4.836611881718083650e-02
4.603720652201547664e-02,-3.685419629279117898e-02,-4.841397506758225028e-02
4.637721890673041081e-02,-4.540197770598466270e-02,-4.858173508654229505e-02
4.018686385606155820e-02,-4.324516251322313432e-02,-4.978887029845000672e-02
4.199087152083456898e-02,-5.362726457726154500e-02,-4.972220034088905422e-02
4.463640381817114700e-02,-4.780288346101934510e-02,-4.962188580958453582e-02
3.602367479706404529e-02,-4.961945841431171511e-02,-5.118717654911117410e-02
3.024230651493564626e-02,-5.011829192067098621e-02,-5.233365435656041342e-02
2.884359480995948855e-02,-5.532362455664652928e-02,-5.278141072957302088e-02
1.668163268864301593e-02,-5.350311741146026451e-02,-5.494006934847216195e-02
1.399183396228466034e-02,-5.721841282437378773e-02,-5.560089730691333137e-02
2.120363496087060082e-02,-7.271014898679221961e-02,-5.464210967939962804e-02
1.203422366387182398e-02,-7.670751863949631932e-02,-5.632766546209655445e-02
1.511354013101423067e-02,-8.610830544307379597e-02,-5.604799795669599544e-02
1.390532385578362347e-02,-8.138537688970765016e-02,-5.653371541734279748e-02
1.513478435224129177e-02,-8.344040470068758708e-02,-5.658878165381817094e-02
1.056012421082406019e-02,-7.656995271807941206e-02,-5.763133510660446712e-02
1.033597073281744202e-02,-7.280326308793111378e-02,-5.795480014098905452e-02
-1.984883122826648638e-02,-7.426373798669147486e-02,-6.312725050895970358e-02
-2.148151366446668029e-02,-6.010225261392373314e-02,-6.374663261316824980e-02
-2.727442690535461511e-02,-5.935389830767943964e-02,-6.497404802018745540e-02
-2.047131999432882238e-02,-6.497685294812799439e-02,-6.408546413998453262e-02
-2.487635867828359715e-02,-6.046144606305730446e-02,-6.511843918878734705e-02
-1.696760405681945610e-02,-5.486433746888121771e-02,-6.410304310794576188e-02
-1.011912610383505252e-02,-5.657650474876831093e-02,-6.321572239995633391e-02
-2.058128212599304521e-02,-6.408556372407465951e-02,-6.521423799243432351e-02
-1.347658647803998654e-02,-5.374393238120854510e-02,-6.434393313510783363e-02
-1.386587118353023278e-02,-4.648722233497772083e-02,-6.472898384663210158e-02
-1.330943113190620648e-02,-4.384190432485349925e-02,-6.492410975107881788e-02
-1.368581974658778649e-02,-5.116139786669520600e-02,-6.521962552710922068e-02
-2.023311961496795583e-02,-6.494267642148966735e-02,-6.654733893833894576e-02
-2.546472085647921713e-02,-5.930355931719594881e-02,-6.776740446773467375e-02
-2.452353754095550065e-02,-6.003009907906331488e-02,-6.787238157825775664e-02
-2.100048735671100966e-02,-6.280488375743793761e-02,-6.750977137427942310e-02
-2.092210350120502632e-02,-5.548711387085514257e-02,-6.781378751244107606e-02
-1.064438922078297933e-02,-5.278897486601859951e-02,-6.627432574721894842e-02
-2.155031788200414966e-02,-5.706894967827461779e-02,-6.847174192009779226e-02
-2.726530115355365463e-02,-5.413816267538605620e-02,-6.978861551521893525e-02
-3.331435854021973925e-02,-5.125289999730046897e-02,-7.117063427259776032e-02
-4.075764536314565450e-02,-4.596997410449033677e-02,-7.282583878761113294e-02
-4.522442978031344929e-02,-3.734532738835240340e-02,-7.396535479665189428e-02
-4.682548927134563138e-02,-3.590128007027457852e-02,-7.454196399964260755e-02
-3.913881645612993926e-02,-3.514069194196193374e-02,-7.340574670708782667e-02
-4.411132451280769251e-02,-3.523623433011010414e-02,-7.460118762629774913e-02
-4.914217985543476580e-02,-3.052545210358284175e-02,-7.584046798719007443e-02
-4.421828138156857352e-02,-2.396498737259980874e-02,-7.523496503064833196e-02
-5.387782249996788536e-02,-2.824373416684396870e-02,-7.730087135141705534e-02
-5.896640323269636969e-02,-1.748635073573510945e-02,-7.860157765037111000e-02
-7.865369282948130036e-02,-2.256435850016305991e-02,-8.258384013321848349e-02
-7.446200460002126709e-02,-2.826467430455775406e-02,-8.203253027360252192e-02
-6.878003437014135191e-02,-3.827809998233793615e-02,-8.116876667359933240e-02
-7.258352593005455711e-02,-2.592230805930108295e-02,-8.225499255133619791e-02
-7.110014727219797492e-02,-3.098092676729911205e-02,-8.222354988713873047e-02
-7.077822200211160431e-02,-2.782945060422765265e-02,-8.246433835593752759e-02
-7.556311679187525943e-02,-2.532496879496541967e-02,-8.369781641178286602e-02
-7.209313484737964184e-02,-2.344358675616158363e-02,-8.331507212192895695e-02
-7.411542638934767724e-02,-2.760299977625475451e-02,-8.397590333655972905e-02
-7.293182155768934694e-02,-2.541525407023443109e-02,-8.404065523250661696e-02
-7.080388224933704955e-02,-2.382201221498391960e-02,-8.391291197501976606e-02
-7.399675412744020908e-02,-3.016313355305446850e-02,-8.479976880643197434e-02
-7.263803841707383580e-02,-1.907386053631441800e-02,-8.487557269080858724e-02
-7.746242439631620402e-02,-1.907871167734576101e-02,-8.613201852351273780e-02
-7.952227552774686348e-02,-2.493585859188448411e-02,-8.680055189337851362e-02
-7.568026542451232463e-02,-2.809675191434662933e-02,-8.628707730733435610e-02
-7.006198164278468199e-02,-2.567002312846694903e-02,-8.543842309855630146e-02
-7.847252906774999925e-02,-2.744345009756809714e-02,-8.743631357708782359e-02
-6.749369083188988538e-02,-3.690975697091988805e-02,-8.540615372736864996e-02
-5.761968165325639935e-02,-4.253966897679206660e-02,-8.361460402113064794e-02
-5.979877513876439427e-02,-3.610762452567599368e-02,-8.438233230108364846e-02
-7.019761568410580466e-02,-2.637598549711651225e-02,-8.688319755644174913e-02
-6.114726675209499612e-02,-2.417111887338255563e-02,-8.527549123625845218e-02
-6.434247538633389163e-02,-2.326961673607081185e-02,-8.622753477729051819e-02
-6.480018378977042692e-02,-2.765849922732396132e-02,-8.657335677787950101e-02
-6.759862957620377255e-02,-3.252205175363765549e-02,-8.741226319768249930e-02
-6.583632415368841084e-02,-2.414807595039456661e-02,-8.735288427089274443e-02
-7.465428914138902416e-02,-1.463584905942246980e-02,-8.956142226721057475e-02
-7.698109151989700194e-02,-2.966777290499014383e-02,-9.024811582393962861e-02
-8.703493538911220850e-02,-2.547848572698507841e-02,-9.270938623578910132e-02
-7.994692588949577072e-02,-2.834381662462138671e-02,-9.142596059483350246e-02
-7.528385978342952423e-02,-2.187208821768195713e-02,-9.071393672344904568e-02
-7.824551439307422807e-02,-2.114158827936797949e-02,-9.163272318177162479e-02
-8.383942386897710874e-02,-3.383928891060724448e-02,-9.305910620429135027e-02
-7.297799871125075499e-02,-3.266034685135565246e-02,-9.093776366362721353e-02
-6.590899329905140769e-02,-2.876080612014166732e-02,-8.965913112186772727e-02
-6.933213435195705043e-02,-2.027304421407031751e-02,-9.072856225409219044e-02
-6.240328552318924471e-02,-1.567557889281200739e-02,-8.946879959975435892e-02
-5.201243639425941895e-02,-8.890414192417272349e-03,-8.743644334415434649e-02
-5.054047842104326949e-02,-7.644686146113810650e-03,-8.736915721809458690e-02
-4.608906869380521854e-02,-1.202966682425931320e-02,-8.659489873211212441e-02
-5.565673073944774063e-02,-1.009672708998941501e-02,-8.902724753866152196e-02
-5.932812984816448337e-02,-1.807436798193577665e-02,-9.007125673275188926e-02
-6.282400534316083529e-02,-1.648412926100804865e-02,-9.112719727278796589e-02
-5.967413881186248159e-02,-1.891708221020088621e-02,-9.063835032087308452e-02
-6.790231909351522599e-02,-2.264236612957197872e-02,-9.276120478896043853e-02
-7.296943711408607203e-02,-2.702568112542147807e-02,-9.415590538060109038e-02
-9.323750295395395737e-02,-2.262381367793861800e-02,-9.913216422687604057e-02
-9.957083993462217952e-02,-1.795956254405342914e-02,-1.008791766889103603e-01
-1.053138810943566456e-01,-1.157646330204363354e-02,-1.025045021142613755e-01
-1.031485869217499685e-01,-8.715653179333159722e-03,-1.022595063529347231e-01
-1.090877250740484583e-01,-1.204946880886744419e-02,-1.038949835583753284e-01
-9.867483120460744661e-02,-2.298008207738122533e-02,-1.016242667512679970e-01
-1.021551191697285671e-01,-2.635950771604637227e-02,-1.026876325122388356e-01
-1.053274164003656088e-01,-2.325232245353340763e-02,-1.037141641005426829e-01
-1.018836979289357986e-01,-2.788411519043580353e-02,-1.031193864279038586e-01
-1.075608408290888857e-01,-2.787879704556211341e-02,-1.047395264598850601e-01
-1.134806069913089632e-01,-3.286320363109578035e-02,-1.063990585183788723e-01
-1.128621857781368365e-01,-2.618055318291603178e-02,-1.065379271130448002e-01
-1.117095796797324819e-01,-2.664663279258133732e-02,-1.065112699982378175e-01
-1.126279338395015511e-01,-2.617490389097650375e-02,-1.069943655456209175e-01
-1.193077026292140991e-01,-2.151813279672720389e-02,-1.089121050553776421e-01
-1.171503064322369503e-01,-3.413554252833406188e-02,-1.085769582714932874e-01
-1.179645950827587914e-01,-3.871771595272060357e-02,-1.090135901582801603e-01
-1.186580761453417676e-01,-2.350748871669966489e-02,-1.095171178559833786e-01
-1.135671577134951399e-01,-1.859869764953596058e-02,-1.085317093590130733e-01
-1.043796259240174495e-01,-9.628046891870974122e-03,-1.065370713878603520e-01
-1.025943152588904839e-01,-1.449003747162538533e-02,-1.063226597197204776e-01
-9.898984901486095056e-02,-1.352021785075473506e-03,-1.057328538986594679e-01
-1.026031899665327957e-01,-2.857095551735889215e-03,-1.068919429440660929e-01
-1.064133111128802989e-01,-1.475953194329635010e-02,-1.080541106934475443e-01
-1.093236006382145020e-01,-1.226311754249664876e-02,-1.090575027528253027e-01
-1.093067974678346432e-01,-1.132945393549903389e-02,-1.093078431339192663e-01
-1.109424587315011451e-01,-9.430621491601717810e-03,-1.099854466276377757e-01
-1.074990952947549733e-01,1.375867102032682886e-03,-1.093981105601229131e-01
-9.718466969162098401e-02,-1.796924527227780079e-04,-1.069758134729087845e-01
-9.002376455888488893e-02,5.254607410580858923e-03,-1.053909160666854222e-01
-9.166279343949951253e-02,1.846734608410480205e-02,-1.061202247779080982e-01
-8.913709531356600602e-02,1.993873522798836340e-02,-1.057090466097148213e-01
-8.681945902599258469e-02,1.779662068349271986e-02,-1.053316052991322832e-01
-1.033786024916184543e-01,1.623256559946498201e-02,-1.099138967183148075e-01
-1.056787574906695448e-01,9.076935348741498738e-03,-1.107251045619542934e-01
-1.089492956254173583e-01,6.667514054203159575e-03,-1.118158802083267928e-01
-1.129611725535629996e-01,-5.780480098564176952e-03,-1.130622263425708207e-01
-1.150950257192284165e-01,-1.187747938886280635e-02,-1.138397119105074018e-01
-1.072937238736671184e-01,-9.228696538665832200e-03,-1.119995712711349956e-01
-1.064506700251462018e-01,-4.880795530914247733e-03,-1.120265991060597210e-01
-9.498628342207537933e-02,-3.685248444304574378e-03,-1.091770542723837778e-01
-9.370850371361311160e-02,-6.186640298899569353e-03,-1.090527438803449156e-01
-9.179970306226420407e-02,-7.151357954042049901e-03,-1.087608150553830005e-01
-8.362035094073044794e-02,-1.498494978861287380e-02,-1.067291154159498850e-01
-8.292857757893651316e-02,-1.896143538202174628e-02,-1.067488200642137119e-01
-8.125561220939989115e-02,-1.116223083714435078e-02,-1.065461378741559550e-01
-7.957588186908441663e-02,-1.201778829730514725e-02,-1.063009257999944501e-01
-8.693228539371153363e-02,-1.368178089641752630e-02,-1.085418139138844551e-01
-8.477202469341767188e-02,-8.616655593317711775e-03,-1.081809512975999837e-01
-9.079200088791837542e-02,-2.447299359263991475e-02,-1.100020577720114690e-01
-9.312883653203610224e-02,-2.510145235599823763e-02,-1.108640736271645916e-01
-9.867951720012443917e-02,-2.702420633965056315e-02,-1.126208075955855703e-01
-9.619744473235559978e-02,-1.847587235004835224e-02,-1.121709207710681055e-01
-9.385989629721654126e-02,-1.686756701759980007e-02,-1.117301252150060265e-01
-1.062450523250492163e-01,-1.568169871924341915e-02,-1.154435656938010701e-01
-1.059697588664636897e-01,-1.315069686485842784e-02,-1.155856708065849253e-01
-1.043189379303601783e-01,-1.428802633026904703e-02,-1.153216479934201927e-01
-1.050399843748163475e-01,-1.210531059082233830e-02,-1.157457734225337265e-01
-1.008831261335570578e-01,-6.857262414726608343e-03,-1.147861051166012697e-01
-9.876484592735340629e-02,-4.008632981140038826e-03,-1.143979390082320718e-01
-1.070351164360801438e-01,1.232674697024158453e-03,-1.170095596613607569e-01
-1.127919363498261912e-01,-9.853335363240508377e-03,-1.188386857450888373e-01
-1.068257774989228165e-01,-1.689105658623918024e-02,-1.172894219959551565e-01
-1.160222561370074235e-01,-1.394321325454597402e-02,-1.201849371335122901e-01
-1.181430782517145367e-01,-1.815978952906259838e-02,-1.209965016223950723e-01
-1.159602713394664725e-01,-1.751635467487996575e-02,-1.205686345952467348e-01
-1.114709815760544648e-01,-1.995276633217777512e-02,-1.194494088849512997e-01
-1.073529622873656414e-01,-8.746359295669291559e-03,-1.184860215228028951e-01
-9.833891752565658562e-02,-1.667498388988078450e-02,-1.159986922416274130e-01
-1.034396777255614797e-01,-3.937550208999384370e-03,-1.177647520254991725e-01
-1.081072551383455982e-01,-2.923493064188363490e-03,-1.193622158244721093e-01
-1.063370696165334695e-01,4.839475385215127358e-04,-1.190504390940098356e-01
-1.006526840573757908e-01,-6.280652406555701714e-03,-1.175270124652013914e-01
-9.823140782256647996e-02,-2.005832318296467062e-02,-1.169521300818317372e-01
-8.963248737314899461e-02,-1.459327065318891462e-02,-1.145806602708318855e-01
-8.827191392893181388e-02,-4.761908700038395767e-03,-1.144026459307152660e-01
-9.055416933056154027e-02,2.454636856754829032e-03,-1.153166342720592236e-01
-8.157190873967805345e-02,4.152639489120203177e-03,-1.127842909555371309e-01
-8.700916056273116927e-02,4.933805007444059783e-04,-1.146229125519394737e-01
-8.233606932101809883e-02,9.300139623364962749e-03,-1.134127744132297499e-01
-7.980455623110015162e-02,1.360097016147433432e-02,-1.128379148087815670e-01
-8.918745962579797959e-02,9.618642894960050677e-03,-1.159004045136016736e-01
-8.011246818485631693e-02,1.565139869895855115e-02,-1.133009165243563099e-01
-7.735203658937724047e-02,1.743565998087778443e-02,-1.126335250200953680e-01
-7.879542954266523236e-02,2.227358117199503343e-02,-1.132786987500086079e-01
-8.649052045225093244e-02,1.813905124886412701e-02,-1.158431171737458326e-01
-9.267425117890644437e-02,1.377042547272300070e-02,-1.179403326825939902e-01
-9.817589665899864593e-02,1.249931482224530405e-02,-1.198393893336445332e-01
-9.535634858348107645e-02,6.847533299391569961e-03,-1.191099661688422573e-01
-9.485282223216287556e-02,3.039430999714823160e-03,-1.191148120265305838e-01
-8.139278539010759428e-02,-6.933082711397590275e-03,-1.149955242334940314e-01
-7.188443389329113309e-02,1.074364375221803850e-02,-1.122068101539201307e-01
-7.188827051820538550e-02,1.254047881164094096e-02,-1.123855769091745976e-01
-6.775349236138768216e-02,2.176264140718827886e-02,-1.112633353109913209e-01
-8.072179653203373495e-02,2.103564061213754333e-02,-1.155845969970155790e-01
-8.357460390304151387e-02,1.362269218727968183e-02,-1.166439934035064796e-01
-7.489905094975020383e-02,6.269892907445504156e-03,-1.139882462652140466e-01
-7.923818002944427175e-02,6.010802118725270919e-03,-1.155543378979868030e-01
-7.447658226973810636e-02,3.060494375927309656e-03,-1.141629071558297459e-01
-7.056223825223094381e-02,-6.181166070451221337e-03,-1.130215070381165171e-01
-6.888868346291998623e-02,-8.743966791179292805e-03,-1.126266504029149601e-01
-8.724030934514004354e-02,-1.352751443538997844e-02,-1.187755536353922725e-01
-9.346910166933146413e-02,-2.743612544219042534e-03,-1.210103824155298047e-01
-9.174522302948039110e-02,6.620262602599830733e-05,-1.206091351261165817e-01
-9.166084744679511842e-02,-8.963999837444390799e-04,-1.207363201243367712e-01
-7.902686160349538247e-02,7.315972142227647641e-03,-1.167353479827628604e-01
-8.201462339678854130e-02,1.021644572768583281e-02,-1.178930290814705351e-01
-7.659242307411680273e-02,1.384712181241264800e-02,-1.162538189696106922e-01
-7.724793327737292103e-02,1.326270109499567279e-02,-1.166258838799065223e-01
-7.931684354541744530e-02,1.352000745617774674e-03,-1.174379912042610580e-01
-8.061459114348402955e-02,-2.308097158062285322e-03,-1.180163368542844482e-01
-7.304002441292950509e-02,-3.769496007557892898e-03,-1.156118719090387381e-01
-5.976772014482297640e-02,-1.490659019014834406e-02,-1.112455440996515388e-01
-6.378740436058875918e-02,-1.415998450746264702e-02,-1.127579223367519284e-01
-7.104533064290653732e-02,-8.453595670142331764e-03,-1.153867770860540209e-01
-7.321053024110453500e-02,-1.854033653949731112e-03,-1.162880833196088121e-01
-7.275888719895934331e-02,3.332004545227324616e-04,-1.162836569021100386e-01
-7.646861664494437882e-02,-4.882343745263018758e-03,-1.176838020007601321e-01
-7.300284209725631246e-02,6.920662815809734171e-03,-1.166674171858628206e-01
-6.538043953007288689e-02,1.388343661572754434e-02,-1.142003346914979012e-01
-5.970813111935172751e-02,1.761926310494747391e-02,-1.123893809369889557e-01
-5.334092426363334222e-02,2.109357194439809291e-02,-1.103291779509909670e-01
