accel_bias_x (m/s^2),accel_bias_y (m/s^2),accel_bias_z (m/s^2)
9.999887942289353848e-02,-2.664923945399546440e-04,3.912748001759233998e-04
9.999759035778822691e-02,-5.776262602732051442e-04,3.850591375656242437e-04
9.999897875771295019e-02,-2.245852808508992508e-04,3.921847346596705661e-04
9.999686450943508220e-02,-6.927888285906285727e-04,3.835777895823995346e-04
9.999756617363785016e-02,-5.809994219238867911e-04,3.862628905850556352e-04
9.999781138866084551e-02,-5.364494171057163259e-04,3.872202224821998410e-04
9.999830355643762880e-02,-4.332502561831229337e-04,3.893328268611222069e-04
9.999514580341246905e-02,-9.089304791243886690e-04,3.803434479521936224e-04
9.999644035109929441e-02,-7.515825685679069362e-04,3.834589308716537803e-04
9.999731335211373140e-02,-6.231798166439778824e-04,3.859653809646368394e-04
9.999774252746852776e-02,-5.486979966239731357e-04,3.878400683461386716e-04
9.999767897419242768e-02,-5.600798477563566531e-04,3.879566193413265529e-04
9.999413378845195544e-02,-1.014451923265833342e-03,3.795987257044978851e-04
9.999613201352569591e-02,-7.913524588638638389e-04,3.838536431890656733e-04
9.999912067554012074e-02,-1.362623041501285083e-04,3.966064841033761779e-04
9.999882925620992569e-02,-2.805546170751006775e-04,3.942543521807009128e-04
9.999791559134797725e-02,-5.145211829657883422e-04,3.900581212137383042e-04
9.999908787258793286e-02,-1.559473391732513366e-04,3.976242923191516997e-04
9.999629130349139972e-02,-7.698596141773977582e-04,3.860592205216856134e-04
9.999831680792944932e-02,-4.266788045909830282e-04,3.931676216192658119e-04
9.999658422931566315e-02,-7.302608586474910448e-04,3.871195522132187330e-04
9.999802075601313400e-02,-4.918067218872858564e-04,3.923914222751698189e-04
9.999748760416177218e-02,-5.910283231258602228e-04,3.913545410219468139e-04
9.999768394779812164e-02,-5.561286075597445108e-04,3.923341026883107505e-04
9.999858055839920545e-02,-3.552891644432482499e-04,3.970590824733470615e-04
9.999610878750483933e-02,-7.918594438941754408e-04,3.888264119285944186e-04
9.999742390388187407e-02,-6.007285569492008684e-04,3.928584837057251576e-04
9.999647800196918845e-02,-7.430539169331185469e-04,3.902026117591322050e-04
9.999662880924323205e-02,-7.221147865774511137e-04,3.908670124655069626e-04
9.999878715017325448e-02,-2.880053475864311863e-04,3.995264873645454047e-04
9.999822283916291743e-02,-4.452501838663547665e-04,3.964609474878904552e-04
9.999785464171255522e-02,-5.220390673613320822e-04,3.956542266655975904e-04
9.999859140833358695e-02,-3.500049454216694507e-04,3.990148961293728540e-04
9.999716086628340772e-02,-6.426715786277811468e-04,3.934360490103435185e-04
9.999691270990612724e-02,-6.809874853403459060e-04,3.920516958590196887e-04
9.999511363595647850e-02,-9.095011734018577107e-04,3.873713305524483300e-04
9.999779575616069005e-02,-5.337935546643879500e-04,3.948523143787136067e-04
9.999778651463298029e-02,-5.356056617100206320e-04,3.947388364863437882e-04
9.999592858833006304e-02,-8.139129890761347651e-04,3.896298292103392335e-04
9.999558549900811055e-02,-8.552592634111024243e-04,3.891173382294878420e-04
9.999699268991334156e-02,-6.685135144553703678e-04,3.931191351391721931e-04
9.999681217002050204e-02,-6.953954461335609943e-04,3.924041375138805510e-04
9.999838629698559744e-02,-4.044925732721598344e-04,3.989031925299822852e-04
9.999679699767660690e-02,-6.965318210385080307e-04,3.942507168517631858e-04
9.999811747842964060e-02,-4.664026930942580230e-04,3.987095409680038662e-04
9.999702856758339864e-02,-6.619240467761289097e-04,3.951382165918066749e-04
9.999909765393674710e-02,-1.255926983159170811e-04,4.058261605078797470e-04
9.999868208661746860e-02,-3.187318215673815036e-04,4.024810126367346468e-04
9.999554268985995364e-02,-8.588807229814725578e-04,3.921301621734968822e-04
9.999875907106470230e-02,-2.926395225502739675e-04,4.031703820904376898e-04
9.999765651697026247e-02,-5.573102803264777310e-04,3.976133366472301149e-04
9.999706292963370102e-02,-6.562348409213255261e-04,3.959309036168713364e-04
9.999221762926141510e-02,-1.186438144892685469e-03,3.857176568027213077e-04
9.999741015231922159e-02,-5.996709460896399628e-04,3.979416857554913091e-04
9.999704331823666692e-02,-6.588067185973851088e-04,3.966123021689832657e-04
9.999690828016377653e-02,-6.787734142549110014e-04,3.969900006483843466e-04
9.999768316410673208e-02,-5.508840221698141273e-04,3.998607320586487638e-04
9.999842231544774085e-02,-3.912111469398875906e-04,4.030983253160021185e-04
9.999471090143985386e-02,-9.508759176582873632e-04,3.919524546261332252e-04
9.999743899379204271e-02,-5.940284063852725727e-04,3.991552771116044923e-04
9.999738052663548205e-02,-6.037427950689278977e-04,3.992273145300661002e-04
9.999882811474263000e-02,-2.629968174128323411e-04,4.064583031427892491e-04
9.999871850517307037e-02,-3.020454610313088044e-04,4.062829834341087219e-04
9.999841119406156775e-02,-3.925812443500649495e-04,4.045227187291669350e-04
9.999899398495226688e-02,-1.844191914949873314e-04,4.088906446561322650e-04
9.999558708010962416e-02,-8.517650813842166276e-04,3.963089077344338984e-04
9.999626101694128466e-02,-7.675950744574991250e-04,3.982215883378877204e-04
9.999840800379618255e-02,-3.922308699434453282e-04,4.056496653216408845e-04
9.999336947952446042e-02,-1.082624215921422365e-03,3.924091466892916033e-04
9.999848339257082219e-02,-3.713468429413463272e-04,4.067194462724379425e-04
9.999814092883958783e-02,-4.557014970398694741e-04,4.051504924480849772e-04
9.999891641283516208e-02,-2.219357904641479763e-04,4.092197010391014980e-04
9.999896969592464435e-02,-1.952458942767747890e-04,4.098033605434916885e-04
9.999511211887301965e-02,-9.058816211616878234e-04,3.961449513204191625e-04
9.999625285632805782e-02,-7.681243167306101840e-04,3.992489540999722558e-04
9.999698804591872214e-02,-6.644864603832521853e-04,4.010479875960483139e-04
9.999910963519750839e-02,-8.706960249711620601e-05,4.129056212635645508e-04
9.999747137472581038e-02,-5.854125954237078414e-04,4.037459027834675073e-04
9.999774095334126867e-02,-5.362253140491513590e-04,4.052982124658351896e-04
9.999828990542918017e-02,-4.187056278695297073e-04,4.082910566410468583e-04
9.999803087285930037e-02,-4.776782900505571836e-04,4.069950882919060151e-04
9.999643006801668677e-02,-7.431140358328037522e-04,4.021879933548805873e-04
9.999839611749304635e-02,-3.909475656498786035e-04,4.097974254001590481e-04
9.999512061917847916e-02,-9.033770376312062235e-04,3.997027443345397939e-04
9.999769260406854432e-02,-5.439969620535329078e-04,4.068675060682189529e-04
9.999694709128306713e-02,-6.684638160998710582e-04,4.046338464567342946e-04
9.999759863991017350e-02,-5.606059052841790447e-04,4.074153536579305790e-04
9.999567653780937204e-02,-8.383291288589648019e-04,4.023406734441503803e-04
9.999846849732139942e-02,-3.699774507769188966e-04,4.116003840347651731e-04
9.999717519220378825e-02,-6.319338434215113383e-04,4.069560138923805572e-04
9.999892268401876227e-02,-2.067306099069946945e-04,4.156013601617022002e-04
9.999621025323782164e-02,-7.709946285216639659e-04,4.043541431039535442e-04
9.999548557275306226e-02,-8.607497653789169915e-04,4.024610673493916966e-04
9.999762289441373186e-02,-5.551722702778421432e-04,4.089000084821574322e-04
9.999650256823583439e-02,-7.309058939074925248e-04,4.065103873915547165e-04
9.999795318731485860e-02,-4.896856385192808634e-04,4.117843161359104726e-04
9.999724178210830927e-02,-6.198824357274602828e-04,4.091231311575892985e-04
9.999693229114917092e-02,-6.682138689163029171e-04,4.086839667973060750e-04
9.999732522707933946e-02,-6.055283017370088937e-04,4.102229948677643592e-04
9.999895486488309670e-02,-1.831459573685899854e-04,4.189074950096906736e-04
9.999849877326524861e-02,-3.564515068478407494e-04,4.161555196528221048e-04
9.999796084636930482e-02,-4.865291248044115733e-04,4.136616717934929683e-04
9.999841451196873898e-02,-3.793926129528417922e-04,4.161205807429555902e-04
9.999711103043047722e-02,-6.390447021403451765e-04,4.115913463925963524e-04
9.999807628454683572e-02,-4.603943070734033637e-04,4.156638930284818731e-04
9.999714075312542139e-02,-6.339727656508495866e-04,4.122132118681523950e-04
9.999704748233312346e-02,-6.480760653536942785e-04,4.129070470831404556e-04
9.999857640667816905e-02,-3.299444141609800176e-04,4.193486870295728779e-04
9.999582414316315893e-02,-8.166184242429275382e-04,4.102295440034749901e-04
9.999672334957242226e-02,-6.964803003485869025e-04,4.125948864250764754e-04
9.999633437301912176e-02,-7.506052316600516023e-04,4.119511446279748796e-04
9.999643148080937516e-02,-7.372946307570870696e-04,4.124169386109919656e-04
9.999790798617486098e-02,-4.944263075340323780e-04,4.170623633537151706e-04
9.999616287054335917e-02,-7.732647210939501371e-04,4.116707894417040588e-04
9.999650412195515425e-02,-7.273965624017586810e-04,4.123804418394184110e-04
9.999616123383875399e-02,-7.733037910353096622e-04,4.119948335767836616e-04
9.999585304669458830e-02,-8.122230614387304518e-04,4.119067398443389196e-04
9.999833507555819234e-02,-3.951274603562345781e-04,4.205429900304808680e-04
9.999751430186620826e-02,-5.684729009069348698e-04,4.170995192967978768e-04
9.999812378346881192e-02,-4.454482925467998628e-04,4.204944764397416522e-04
9.999841626602307132e-02,-3.722103454944290075e-04,4.221418551640291174e-04
9.999662086453492416e-02,-7.089366534058778695e-04,4.162024698583738987e-04
9.999850401409171585e-02,-3.464790536010090623e-04,4.232578517865650722e-04
9.999689904105035776e-02,-6.679447632697619154e-04,4.171713882844865751e-04
9.999592035068188833e-02,-8.022743847965556861e-04,4.150530467146571791e-04
9.999747822862846414e-02,-5.729500114776473049e-04,4.196143459472987053e-04
9.999772378293826647e-02,-5.280714269794092603e-04,4.199747601830059948e-04
9.999820784796424611e-02,-4.237883391612706579e-04,4.228837179830411135e-04
9.999472145153884273e-02,-9.411028413307768320e-04,4.123193800898968062e-04
9.999325573256968858e-02,-1.086784696311775744e-03,4.095204815163194616e-04
9.999744413085263905e-02,-5.779871349097506555e-04,4.208303326601141574e-04
9.999724891643542446e-02,-6.108130206882744252e-04,4.208522284757925812e-04
9.999834968983356553e-02,-3.862023512983751958e-04,4.253316983443503215e-04
9.999851207591627100e-02,-3.399579599475062485e-04,4.266276928406845703e-04
9.999789914086036624e-02,-4.901373865284822627e-04,4.241848142572780616e-04
9.999808343335286898e-02,-4.504262910688310658e-04,4.247655971395939735e-04
9.999798312972833780e-02,-4.719612935026641924e-04,4.249970870524878686e-04
9.999664400644743545e-02,-7.029374339074482159e-04,4.207925995470604007e-04
9.999693494618236422e-02,-6.593076493056819563e-04,4.222733623387257287e-04
9.999684527785708543e-02,-6.729967538477283056e-04,4.219121302154063644e-04
9.999674947429183780e-02,-6.871766134107623516e-04,4.217616361144966783e-04
9.999453163453220217e-02,-9.591405605325885883e-04,4.167644126873392947e-04
9.999766996727488255e-02,-5.342993146972852816e-04,4.248827582835543984e-04
9.999847390578210649e-02,-3.480684901097732295e-04,4.290277855922339624e-04
9.999778875446563298e-02,-5.105834940236794956e-04,4.260853352290354325e-04
9.999611135632534287e-02,-7.751444843146175620e-04,4.205527812549840808e-04
9.999760027943731255e-02,-5.463888906955919082e-04,4.259078938053391492e-04
9.999739467671814319e-02,-5.833328093419404628e-04,4.251831396065522688e-04
9.999584841733091811e-02,-8.078421905905013023e-04,4.215332647365677143e-04
9.999619144445359709e-02,-7.635694769882370690e-04,4.226798528429646755e-04
9.999811504745188817e-02,-4.389151193788180913e-04,4.293488960689372815e-04
9.999718747735908408e-02,-6.173648855938092435e-04,4.258605592622833128e-04
9.999763073031622818e-02,-5.393865133251713124e-04,4.276803859885143153e-04
9.999753368976954659e-02,-5.573937523902239028e-04,4.272799646657924233e-04
9.999567804055625730e-02,-8.281402113231008328e-04,4.225600546765777114e-04
9.999421898446131385e-02,-9.899355500708490602e-04,4.197586143290576240e-04
9.999648734025201602e-02,-7.223640059590500642e-04,4.250998161794500513e-04
9.999871848438741939e-02,-2.599143782653713154e-04,4.344490720489330095e-04
9.999670319266379392e-02,-6.908954792506903121e-04,4.266310291744038479e-04
9.999669779723383001e-02,-6.916739999978701713e-04,4.266341833668102425e-04
9.999523137996034483e-02,-8.802739092841837480e-04,4.228700897781595110e-04
9.999647918025438009e-02,-7.230012049433499682e-04,4.259352187870841600e-04
9.999731964693575614e-02,-5.933377942460859884e-04,4.289681695399939179e-04
9.999707031751961517e-02,-6.344631806085637357e-04,4.282340312146702731e-04
9.999757026077879529e-02,-5.484749752633054105e-04,4.302524167509420242e-04
9.999688859600330826e-02,-6.625352241173655199e-04,4.281567415188389106e-04
9.999667711181370322e-02,-6.938271206731820009e-04,4.279842547236924026e-04
9.999667486378452375e-02,-6.940507668352708303e-04,4.281468435259584639e-04
9.999706305633239423e-02,-6.342155540984495627e-04,4.302914579945912171e-04
9.999674297989075145e-02,-6.833592728054791897e-04,4.294339506163716508e-04
9.999754423041751217e-02,-5.517511540750824010e-04,4.321094186316236352e-04
9.999847710062911843e-02,-3.377797840260258707e-04,4.364428627649747446e-04
9.999489103239207755e-02,-9.169288743674829448e-04,4.254513596016006429e-04
9.999825206465325078e-02,-3.994528464877195560e-04,4.359144841670895324e-04
9.999813500942691946e-02,-4.280474181897249582e-04,4.356260371093635892e-04
9.999746916080433368e-02,-5.645039566209203354e-04,4.330089109292001521e-04
9.999638711806897728e-02,-7.334491688196145961e-04,4.296692333025816084e-04
9.999730769181504331e-02,-5.924665567715129430e-04,4.329408361121126901e-04
9.999804465117217989e-02,-4.482711433588374740e-04,4.360262884367651433e-04
9.999735067395133792e-02,-5.844393219830322159e-04,4.339226540810469171e-04
9.999856352093776379e-02,-3.068358385333674562e-04,4.394832387799513847e-04
9.999860184016162723e-02,-2.938033664006817463e-04,4.396698701457363973e-04
9.999677220685158907e-02,-6.767724439539414983e-04,4.330441895926811233e-04
9.999873879824129619e-02,-2.388055499168833531e-04,4.418265162279245376e-04
9.999813485088719645e-02,-4.250388790468721096e-04,4.385981020025371178e-04
9.999776411636972229e-02,-5.060036145322705436e-04,4.371865379465939526e-04
9.999358895238802392e-02,-1.048746057394888895e-03,4.269661906540188627e-04
9.999867045773175311e-02,-2.652025132313996260e-04,4.422378465754093851e-04
9.999770416997046107e-02,-5.177397079869888296e-04,4.371570997314558164e-04
9.999671596670406393e-02,-6.841711481572414861e-04,4.344027098739834539e-04
9.999674002202628420e-02,-6.805387821280730904e-04,4.345709761473441710e-04
9.999749426777454486e-02,-5.564570512551629848e-04,4.376022354909288835e-04
9.999165512615565410e-02,-1.219827740946369081e-03,4.253532818355306670e-04
9.999712647467277893e-02,-6.192893473294826387e-04,4.372385076601203254e-04
9.999536808961263790e-02,-8.596080054361280968e-04,4.329372932298477844e-04
9.999795466880828654e-02,-4.626086673903604643e-04,4.416506264226782979e-04
9.999686372221572306e-02,-6.598047506292054401e-04,4.380678162889750996e-04
9.999860048439943028e-02,-2.836127467279353801e-04,4.466150147097299947e-04
9.999752084928072160e-02,-5.480735080444045556e-04,4.420853169331394480e-04
9.999752141590832755e-02,-5.471755398519677132e-04,4.430683960126306407e-04
9.999680689703882575e-02,-6.666038289069362412e-04,4.407377129485260813e-04
9.999696497577127696e-02,-6.422344922842270452e-04,4.410561090090972677e-04
9.999467885499765951e-02,-9.351417340821693023e-04,4.355578297568264983e-04
9.999406865725855853e-02,-9.986466408037958289e-04,4.346702822538932830e-04
9.999492269241928855e-02,-9.080674487331980927e-04,4.368629597947213403e-04
9.999651226118672076e-02,-7.093374405770142043e-04,4.408809291972947309e-04
9.999520737971188955e-02,-8.755222095208712446e-04,4.381346243448993108e-04
9.999776360221396265e-02,-4.991228252623811741e-04,4.451415067569767939e-04
9.999699852644879094e-02,-6.359789252656140607e-04,4.425115908271788807e-04
9.999622203584823676e-02,-7.494801035209395015e-04,4.402932338421729143e-04
9.999790075148866364e-02,-4.702410144399736709e-04,4.457787385739536506e-04
9.999581516846517415e-02,-8.021059325032657995e-04,4.399714390683575650e-04
9.999763009768104782e-02,-5.247268064368053450e-04,4.456866903561439836e-04
9.999671264262283144e-02,-6.788591409827039996e-04,4.434083168132835141e-04
9.999503281342686511e-02,-8.943261583515794370e-04,4.399924592231406863e-04
9.999690265561356206e-02,-6.494890527618287076e-04,4.445483709235622779e-04
9.999409592667558855e-02,-9.944980742574156644e-04,4.378965483975146922e-04
9.999526097969498040e-02,-8.679698881282250532e-04,4.409193531627659157e-04
9.999654840623276031e-02,-7.014155714280610569e-04,4.453347461270409317e-04
9.999556375848167589e-02,-8.315110604509243783e-04,4.425132537827424438e-04
9.999666652087266239e-02,-6.842976749204661381e-04,4.454451767430208688e-04
9.999833704445665328e-02,-3.583572104916951575e-04,4.518500336835912408e-04
9.999746849995441722e-02,-5.528334149303437434e-04,4.479607303798059659e-04
9.999321688738976865e-02,-1.079187925019397349e-03,4.380980871049569201e-04
9.999501412017627877e-02,-8.954220330022303904e-04,4.420073399403279604e-04
9.999862976110729385e-02,-2.433258515863368941e-04,4.635066676299890841e-04
9.999470218258457721e-02,-9.177031580982353146e-04,4.662148966235055364e-04
9.998387491746159317e-02,-1.731866078148976314e-03,4.747592829544722975e-04
9.998781678034124321e-02,-1.475014293925339982e-03,5.107135534030012546e-04
9.999468066134703514e-02,-8.668960066194006950e-04,5.588655911240239397e-04
9.999061255350782940e-02,-1.235344860392107585e-03,5.927261173492919758e-04
9.997232214896162317e-02,-2.270070283388477949e-03,6.177257099343292724e-04
9.997456829093884223e-02,-2.153313000524622895e-03,6.700284786318290789e-04
9.997219224687875494e-02,-2.244998215950491649e-03,7.216372797289745920e-04
9.998573008213033908e-02,-1.491530515074778645e-03,7.931687500022969409e-04
9.998341410838651466e-02,-1.610243229832409098e-03,8.508936312335704322e-04
9.996631258330927750e-02,-2.435252058619473588e-03,8.977170529130343302e-04
9.994413783890450376e-02,-3.204518064343716503e-03,9.488812430202717097e-04
9.995807874710162244e-02,-2.707351160422075565e-03,1.026032593240402404e-03
9.989580007176838972e-02,-4.437901568591435392e-03,1.064968398017478906e-03
9.991084651367651559e-02,-4.063769148300087550e-03,1.143909624881829252e-03
9.158475013173703050e-02,-3.036871645499221797e-03,1.126877821060886034e-03
8.450326528526849734e-02,-1.337487157590118089e-03,1.125315190657686466e-03
7.537980009607841980e-02,-3.402685355326395822e-03,1.027528895466476785e-03
7.081113601617175513e-02,-3.437781510930154952e-03,1.017466412650947340e-03
6.387033146982576404e-02,-3.630576849495208494e-03,9.609989036031144419e-04
5.765197706695807806e-02,-4.107771527230118583e-03,9.033608991338577246e-04
5.009825421539582796e-02,-4.733665157286846489e-03,8.123679753441649535e-04
5.090262214079385727e-02,-2.180068744011758736e-03,8.979226914393862152e-04
4.522212234776191997e-02,-3.566608119053028478e-03,8.169278765086772235e-04
3.919346203646580096e-02,-3.984254641868686247e-03,7.321578780898949481e-04
3.833470611690640434e-02,-4.061106660959865056e-03,7.475126979968828213e-04
3.280760260551381091e-02,-3.672448264471401408e-03,6.665997918776369550e-04
3.049687414679595060e-02,-4.469044123664497187e-03,6.373501496020416530e-04
2.694262174058794160e-02,-5.864899357095176152e-03,5.724485214553471420e-04
2.557780293650402034e-02,-3.289527819536987308e-03,5.830811824808809340e-04
2.278626632416081571e-02,-3.340622985303607489e-03,5.367106982584815555e-04
2.153792750280168755e-02,-3.988854817952209447e-03,5.214973267832327414e-04
1.835544135975745311e-02,-4.825336047327336009e-03,4.530979989018415208e-04
1.723369808866766564e-02,-5.953178413373942657e-03,4.342922128819631106e-04
1.414385185187632885e-02,-3.025355488382151098e-03,3.787464616915364648e-04
1.363276667650090840e-02,-2.436158518613749935e-03,3.793701042271131816e-04
1.136927562442677404e-02,-2.630543502231567909e-03,3.242517277245606888e-04
1.042561167860900535e-02,-3.285449776787068010e-03,3.039246913275493647e-04
9.968065925062687821e-03,-1.605197937802480684e-03,3.046731023575064649e-04
6.814432379250584537e-03,-2.382403638553520775e-03,2.107916923288919917e-04
8.196585044413772295e-03,-2.155985479521085185e-03,2.629899085374446440e-04
8.619912527951325426e-03,-3.502136411931696530e-03,2.818517174388333944e-04
7.007825048047361741e-03,-1.900518776813235611e-03,2.375345045794428640e-04
5.745978837037960321e-03,-1.877096687188821444e-03,1.994863301177076048e-04
4.261850173365071617e-03,-3.517377892357634317e-03,1.491590223001184570e-04
3.207677038384865523e-03,-2.278022529988793510e-03,1.160023980564364775e-04
3.516554714150885424e-03,-2.602825784183644686e-03,1.306310179551393048e-04
2.062833226005413630e-03,-2.908126248230814836e-03,7.792595749876465264e-05
1.554400729065156172e-03,-1.534768532499883320e-03,6.071584149724908348e-05
2.506447721407365024e-03,-1.812312350574628306e-03,1.006083299585333927e-04
1.973388941174492039e-03,-3.470867215108260073e-03,8.124437688427328468e-05
1.672264466761068076e-03,-1.740396372247848822e-03,7.052686358921943124e-05
1.144601358345091529e-03,-1.777945903699840180e-04,4.904028439099713892e-05
-5.223197109207221777e-04,-1.615451010373636365e-03,-2.186546196121704001e-05
2.601086254215297967e-03,-2.017596638788532459e-03,1.171593451535532071e-04
-5.915290528173643408e-05,-1.168894908514420128e-03,-1.648019232129521955e-06
-4.813932535639358972e-04,-4.135117620792529147e-03,-1.795470697138301072e-05
-1.938805562867002182e-03,-2.164632298100960250e-03,-8.862047066585241782e-05
-6.622895136234392861e-05,-1.409353571770737001e-03,-1.334764155527142491e-06
-4.423611847667648783e-04,-2.365516500442983727e-03,-1.815944294769959011e-05
-7.442358154658926120e-04,-2.620677220419670439e-03,-3.279854167187022678e-05
-3.202043809657517150e-04,-1.322798839093856926e-03,-1.391604043235515707e-05
-2.839112025944133533e-03,-4.067234940849692726e-03,-1.381839652640858397e-04
-1.529108108094739049e-03,-2.428213107254453829e-03,-7.502810266506414053e-05
-8.658404805164765343e-04,2.909728485002496812e-04,-4.641727807211271247e-05
-1.338746018126945291e-03,-1.369576843219852402e-03,-6.909848636913704404e-05
-2.371974711730482060e-03,3.835283175994824711e-04,-1.304369900168892110e-04
-5.130498475256041815e-04,-1.499522822143370404e-03,-2.500454953222089576e-05
-1.268552743012496629e-03,-3.525401133151473410e-04,-7.062292725085430787e-05
-2.593259225055071903e-03,-1.999789701565640732e-03,-1.433304692837225299e-04
-6.750286698153655420e-04,-1.471152676479806076e-03,-3.537574214547362171e-05
-9.122819077798985897e-04,-1.852594787281301725e-03,-4.878684395375215580e-05
-2.261403907525318287e-03,-2.117219474558194869e-03,-1.292906888923812134e-04
-4.253985642653617880e-03,-1.979703159899821874e-03,-2.522143480240018778e-04
-3.566775892763423411e-03,-2.218286429609667154e-03,-2.127205591588987447e-04
-4.105992445401201313e-03,-3.804749063332106551e-03,-2.444371933631097758e-04
-2.465541236893515568e-03,-1.638560071839656462e-03,-1.507090299136129650e-04
-5.014103164667561494e-03,-1.559181131592646263e-05,-3.209527113935889474e-04
-3.835379925595137733e-03,-3.298596568303974186e-03,-2.382023923582520560e-04
-1.740102046946999121e-03,-6.222627772543287694e-04,-1.123238801605971443e-04
-4.283916112304927970e-03,-1.804779656681104738e-03,-2.791769509637046583e-04
-3.129334005714626363e-03,-7.222971614496975779e-04,-2.085531176784609093e-04
-1.997175594612171472e-03,-4.331556000452790878e-03,-1.213270883344789856e-04
-4.690354046123492056e-03,-2.135035782389466119e-03,-3.167117260824043896e-04
-2.002249879032792952e-03,2.921616116377395711e-04,-1.411622293397744540e-04
-2.098903953663727034e-03,-1.632461603020191054e-03,-1.426926790218306066e-04
-5.552908252876476332e-03,1.501921307364983971e-04,-3.985611252577452241e-04
-5.434868247038563902e-03,-4.823257481417389525e-03,-3.759697996829549781e-04
-5.529099282628753727e-03,1.468956457975900687e-04,-4.062800293618895131e-04
-4.317510465016580895e-03,-1.037624410967052935e-03,-3.164558794831612027e-04
-4.992684384023708503e-03,-2.783587959206509921e-03,-3.639342483941583801e-04
-2.818970775279272707e-03,8.844294793739770899e-04,-2.175872931032520800e-04
-4.412464921887653511e-03,8.302800183398462153e-04,-3.422031967206682007e-04
-3.169891750215251668e-03,-1.858760695244723871e-03,-2.385984460392672564e-04
-2.461008198115647791e-03,-1.291965667702607568e-03,-1.879135516135001856e-04
-4.621703819776764276e-03,-2.076000452851320399e-03,-3.582080339486827828e-04
-1.240802448541388978e-03,-2.590114069430979327e-03,-8.864477633885382607e-05
-3.781073681584175630e-03,-1.751120969903957603e-03,-2.991339018335093295e-04
-3.289073585781540892e-03,-2.003989096941813375e-03,-2.608771938004291174e-04
-4.237858609582142305e-03,-1.562653569840088963e-03,-3.440687469125334498e-04
-4.054923723215503317e-03,-1.017265768801761672e-03,-3.346987215151315761e-04
-5.394000399765273325e-03,-1.296102678579089118e-03,-4.500343415513578154e-04
-5.071597832827678086e-03,-1.548944433979640434e-03,-4.259150705939981668e-04
-3.781379848134939093e-03,-1.288535290404443923e-03,-3.201391805131104736e-04
-5.514693264249177426e-03,-2.279676222341681102e-03,-4.696998215640049408e-04
-3.064049134879843084e-03,-1.617694319793416824e-03,-2.619216084832296518e-04
-1.532873440864042890e-03,-1.280997858040103243e-03,-1.301095704388725133e-04
-5.680702905123942090e-03,-1.955639522881191805e-04,-5.082830081408292637e-04
-5.138559597608683034e-03,-6.419758913246698118e-04,-4.619704903321425341e-04
-4.592230239170513352e-03,-2.621928058835668041e-03,-4.069720324780048970e-04
-4.594472699684458428e-03,-3.449662192804708871e-04,-4.220276300292400990e-04
-3.633718996581870603e-03,4.557106697795909600e-05,-3.384222677834807804e-04
-5.806283270395807064e-03,-2.390394895733533032e-03,-5.336922232786972878e-04
-5.492599280949150148e-03,-1.448155252647936875e-03,-5.135162285057967438e-04
-4.866984563482586526e-03,-2.206518128957307701e-03,-4.545682842629900750e-04
-7.333623788648870219e-03,-1.216848185977142949e-04,-7.071673340167698371e-04
-4.968174069375648136e-03,2.938688607635034367e-03,-4.985461551253643703e-04
-5.616401525715420881e-03,1.718377347418309498e-04,-5.525980428775838183e-04
-5.522110480474150263e-03,-7.296093160973904368e-04,-5.435458468601485089e-04
-5.435361319151511307e-03,-2.208108567594929683e-03,-5.320659236831765723e-04
-5.285656256974181205e-03,-4.293149624096520567e-04,-5.307384920846093881e-04
-3.939072837168659108e-03,-1.032805291779070878e-03,-3.952094938320373186e-04
-5.311422624439822437e-03,-1.610084664671052046e-03,-5.362791783775431708e-04
-5.672157521967140237e-03,6.208970532826929567e-05,-5.868849727203504212e-04
-6.566050709168397975e-03,-8.847408536311052174e-05,-6.842032125703548543e-04
-2.770926910655459405e-03,-3.395066531011042832e-04,-2.895305490241874692e-04
-6.661973097564221312e-03,-5.106486756978334540e-04,-7.034814995866890165e-04
-7.058934304683414131e-03,-6.513908907804788484e-04,-7.509022686173260968e-04
-5.104764613307609042e-03,-2.657277510031141876e-04,-5.485503010995712450e-04
-5.163523520308914601e-03,-7.053099662441553175e-04,-5.569712988306987564e-04
-5.866456887567404049e-03,-1.754037996760590690e-03,-6.326907285915028736e-04
-4.014249536535605123e-03,-5.330588890682247394e-04,-4.399901947367147845e-04
-5.423445524774249057e-03,-2.058519748954490414e-04,-6.019425185135640665e-04
-5.230154719977734429e-03,-4.430337601588063556e-04,-5.836750421070371203e-04
-5.153767098908804828e-03,-1.310191381102290831e-03,-5.747990807219370253e-04
-7.475424688646099824e-03,5.511330492106031320e-04,-8.537306774529856632e-04
-4.206741651881703084e-03,2.794689057112192954e-04,-4.839459268045809455e-04
-6.630590299071549218e-03,-1.059088515578301970e-03,-7.602205858249946706e-04
-5.457747659180945711e-03,-1.833240605274150115e-03,-6.251167425528194677e-04
-4.908692560152065447e-03,3.838992119362116817e-05,-5.759406455551850917e-04
-7.678508838807907369e-03,-7.913363912271098588e-04,-9.027623929553933637e-04
-5.546068579943802535e-03,-8.498629109702504625e-04,-6.552979985402319430e-04
-6.969781800030899581e-03,-1.422674172371116152e-03,-8.275511956212622906e-04
-4.401912036179926255e-03,-1.004997560115836186e-03,-5.258503714071812839e-04
-5.891907408854328912e-03,2.955098113332346732e-03,-7.334222068117933436e-04
-5.301416798167593418e-03,1.045563936305504704e-04,-6.500240185212200622e-04
