ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
-9.999999999999994671e+00,-1.464605491246883144e-08,-9.780239644921699949e+00
-9.999999999999994671e+00,-1.445875898043963680e-08,-9.780240378888148456e+00
-9.999999999999994671e+00,-1.427306754776473036e-08,-9.780241109697751511e+00
-9.999999999999994671e+00,-1.408897370842107039e-08,-9.780241837350507339e+00
-9.999999999999994671e+00,-1.390647055638560523e-08,-9.780242561846423044e+00
-9.999999999999994671e+00,-1.372555118563529811e-08,-9.780243283185489744e+00
-9.999999999999994671e+00,-1.354620869014709738e-08,-9.780244001367714546e+00
-9.999999999999994671e+00,-1.336843616389795966e-08,-9.780244716393092119e+00
-9.999999999999994671e+00,-1.319222670086483825e-08,-9.780245428261626017e+00
-9.999999999999994671e+00,-1.301757339502469143e-08,-9.780246136973316240e+00
-9.999999999999994671e+00,-1.284446934035446919e-08,-9.780246842528159235e+00
-9.999999999999994671e+00,-1.267290763083112980e-08,-9.780247544926158554e+00
-9.999999999999994671e+00,-1.250288136043162823e-08,-9.780248244167314198e+00
-9.999999999999994671e+00,-1.233438362313291778e-08,-9.780248940251626166e+00
-9.999999999999994671e+00,-1.216740751291195176e-08,-9.780249633179089130e+00
-9.999999999999994671e+00,-1.200194612374569341e-08,-9.780250322949710196e+00
-9.999999999999994671e+00,-1.183799254961108777e-08,-9.780251009563484033e+00
-9.999999999999994671e+00,-1.167553988448509309e-08,-9.780251693020415971e+00
-9.999999999999994671e+00,-1.151458122234465938e-08,-9.780252373320500681e+00
-9.999999999999994671e+00,-1.135510965716674988e-08,-9.780253050463741715e+00
-9.999999999999994671e+00,-1.119711828292831624e-08,-9.780253724450137298e+00
-9.999999999999994671e+00,-1.104060019360630680e-08,-9.780254395279689206e+00
-9.999999999999994671e+00,-1.088554848317768645e-08,-9.780255062952395662e+00
-9.999999999999994671e+00,-1.073195624561940023e-08,-9.780255727468256666e+00
-9.999999999999994671e+00,-1.057981657490841137e-08,-9.780256388827273994e+00
-9.999999999999994671e+00,-1.042912256502166822e-08,-9.780257047029445872e+00
-9.999999999999994671e+00,-1.027986730993612739e-08,-9.780257702074772297e+00
-9.999999999999994671e+00,-1.013204390362874549e-08,-9.780258353963255047e+00
-9.999999999999994671e+00,-9.985645440076474191e-09,-9.780259002694894122e+00
-9.999999999999994671e+00,-9.840665013256270097e-09,-9.780259648269684192e+00
-9.999999999999994671e+00,-9.697095717145084865e-09,-9.780260290687632363e+00
-9.999999999999994671e+00,-9.554930645719876765e-09,-9.780260929948735082e+00
-9.999999999999994671e+00,-9.414162892957597451e-09,-9.780261566052994127e+00
-9.999999999999994671e+00,-9.274785552835203539e-09,-9.780262199000407719e+00
-9.999999999999994671e+00,-9.136791719329646682e-09,-9.780262828790974083e+00
-9.999999999999994671e+00,-9.000174486417886806e-09,-9.780263455424700325e+00
-9.999999999999994671e+00,-8.864926948076872255e-09,-9.780264078901575786e+00
-9.999999999999994671e+00,-8.731042198283561300e-09,-9.780264699221611124e+00
-9.999999999999994671e+00,-8.598513331014908904e-09,-9.780265316384802787e+00
-9.999999999999994671e+00,-8.467333440247866718e-09,-9.780265930391143669e+00
-9.999999999999994671e+00,-8.337495619959393015e-09,-9.780266541240642653e+00
-9.999999999999994671e+00,-8.208992964126436139e-09,-9.780267148933297960e+00
-9.999999999999994671e+00,-8.081818566725957670e-09,-9.780267753469106040e+00
-9.999999999999994671e+00,-7.955965521734907605e-09,-9.780268354848072221e+00
-9.999999999999994671e+00,-7.831426923130242562e-09,-9.780268953070191174e+00
-9.999999999999994671e+00,-7.708195864888915849e-09,-9.780269548135466451e+00
-9.999999999999994671e+00,-7.586265440987882428e-09,-9.780270140043896276e+00
-9.999999999999994671e+00,-7.465628745404095605e-09,-9.780270728795482427e+00
-9.999999999999994671e+00,-7.346278872114511171e-09,-9.780271314390221349e+00
-9.999999999999994671e+00,-7.228208915096082434e-09,-9.780271896828116596e+00
-9.999999999999994671e+00,-7.111411968325766836e-09,-9.780272476109168167e+00
-9.999999999999994671e+00,-6.995881125780513550e-09,-9.780273052233372510e+00
-9.999999999999994671e+00,-6.881609481437282500e-09,-9.780273625200733179e+00
-9.999999999999994671e+00,-6.768590129273023687e-09,-9.780274195011251948e+00
-9.999999999999994671e+00,-6.656816163264695379e-09,-9.780274761664923489e+00
-9.999999999999994671e+00,-6.546280677389247578e-09,-9.780275325161746025e+00
-9.999999999999994671e+00,-6.436976765623637725e-09,-9.780275885501728439e+00
-9.999999999999994671e+00,-6.328897521944820784e-09,-9.780276442684865401e+00
-9.999999999999994671e+00,-6.222036040329748407e-09,-9.780276996711156912e+00
-9.999999999999994671e+00,-6.116385414755377212e-09,-9.780277547580602970e+00
-9.999999999999994671e+00,-6.011938739198661332e-09,-9.780278095293205354e+00
-9.999999999999994671e+00,-5.908689107636554076e-09,-9.780278639848962285e+00
-9.999999999999994671e+00,-5.806629614046010405e-09,-9.780279181247871989e+00
-9.999999999999994671e+00,-5.705753352403983628e-09,-9.780279719489939794e+00
-9.999999999999994671e+00,-5.606053416687429533e-09,-9.780280254575162147e+00
-9.999999999999994671e+00,-5.507522900873302256e-09,-9.780280786503542600e+00
-9.999999999999994671e+00,-5.410154898938555931e-09,-9.780281315275072274e+00
-9.999999999999994671e+00,-5.313942504860143039e-09,-9.780281840889760048e+00
-9.999999999999994671e+00,-5.218878812615023505e-09,-9.780282363347602370e+00
-9.999999999999994671e+00,-5.124956916180145674e-09,-9.780282882648601017e+00
-9.999999999999994671e+00,-5.032169909532464507e-09,-9.780283398792754213e+00
-9.999999999999994671e+00,-4.940510886648939103e-09,-9.780283911780060180e+00
-9.999999999999994671e+00,-4.849972941506516980e-09,-9.780284421610522472e+00
-9.999999999999994671e+00,-4.760549168082159716e-09,-9.780284928284141088e+00
-9.999999999999994671e+00,-4.672232660352816483e-09,-9.780285431800914253e+00
-9.999999999999994671e+00,-4.585016512295442244e-09,-9.780285932160841966e+00
-9.999999999999994671e+00,-4.498893817886993615e-09,-9.780286429363929557e+00
-9.999999999999994671e+00,-4.413857671104422249e-09,-9.780286923410166366e+00
-9.999999999999994671e+00,-4.329901165924683109e-09,-9.780287414299559501e+00
-9.999999999999994671e+00,-4.247017396324731983e-09,-9.780287902032107183e+00
-9.999999999999994671e+00,-4.165199456281521353e-09,-9.780288386607809414e+00
-9.999999999999994671e+00,-4.084440439772004525e-09,-9.780288868026671523e+00
-9.999999999999994671e+00,-4.004733440773139771e-09,-9.780289346288682850e+00
-9.999999999999994671e+00,-3.926071553261878743e-09,-9.780289821393850502e+00
-9.999999999999994671e+00,-3.848447871215174751e-09,-9.780290293342176255e+00
-9.999999999999994671e+00,-3.771855488609983582e-09,-9.780290762133654781e+00
-9.999999999999994671e+00,-3.696287499423259373e-09,-9.780291227768289630e+00
-9.999999999999994671e+00,-3.621736997631956257e-09,-9.780291690246077252e+00
-9.999999999999994671e+00,-3.548197077213028369e-09,-9.780292149567021198e+00
-9.999999999999994671e+00,-3.475660832143429845e-09,-9.780292605731123246e+00
-9.999999999999994671e+00,-3.404121356400114820e-09,-9.780293058738378065e+00
-9.999999999999994671e+00,-3.333571743960038255e-09,-9.780293508588787432e+00
-9.999999999999994671e+00,-3.264005088800153458e-09,-9.780293955282349572e+00
-9.999999999999994671e+00,-3.195414484897414977e-09,-9.780294398819069812e+00
-9.999999999999994671e+00,-3.127793026228777362e-09,-9.780294839198946377e+00
-9.999999999999994671e+00,-3.061133806771194333e-09,-9.780295276421973938e+00
-9.999999999999994671e+00,-2.995429920501620853e-09,-9.780295710488161376e+00
-9.999999999999994671e+00,-2.930674461397010228e-09,-9.780296141397499810e+00
-9.999999999999994671e+00,-2.866860523434317422e-09,-9.780296569149994568e+00
-9.999999999999994671e+00,-2.803981200590496156e-09,-9.780296993745645651e+00
-9.999999999999994671e+00,-2.742029586842500977e-09,-9.780297415184449505e+00
-9.999999999999994671e+00,-2.680998776167286022e-09,-9.780297833466411461e+00
-9.999999999999994671e+00,-2.620881862541805837e-09,-9.780298248591526189e+00
-9.999999999999994671e+00,-2.561671939943014146e-09,-9.780298660559797241e+00
-9.999999999999994671e+00,-2.503362102347864668e-09,-9.780299069371221066e+00
-9.999999999999994671e+00,-2.445945443733312780e-09,-9.780299475025801215e+00
-9.999999999999994671e+00,-2.389415058076311376e-09,-9.780299877523535912e+00
-9.999999999999994671e+00,-2.333764039353815831e-09,-9.780300276864428710e+00
-9.999999999999994671e+00,-2.278985481542779867e-09,-9.780300673048474280e+00
-9.999999999999994671e+00,-2.225072478620158032e-09,-9.780301066075674399e+00
-9.999999999999994671e+00,-2.172018124562904048e-09,-9.780301455946030842e+00
-9.999999999999994671e+00,-2.119815513347972048e-09,-9.780301842659540057e+00
-9.999999999999994671e+00,-2.068457738952316583e-09,-9.780302226216209149e+00
-9.999999999999994671e+00,-2.017937895352890959e-09,-9.780302606616027461e+00
-9.999999999999994671e+00,-1.968249076526651380e-09,-9.780302983859002097e+00
-9.999999999999994671e+00,-1.919384376450549911e-09,-9.780303357945134834e+00
-9.999999999999994671e+00,-1.871336889101541930e-09,-9.780303728874420344e+00
-9.999999999999994671e+00,-1.824099708456580330e-09,-9.780304096646860401e+00
-9.999999999999994671e+00,-1.777665928492621521e-09,-9.780304461262458560e+00
-9.999999999999994671e+00,-1.732028643186617362e-09,-9.780304822721207714e+00
-9.999999999999994671e+00,-1.687180946515523437e-09,-9.780305181023116745e+00
-9.999999999999994671e+00,-1.643115932456293673e-09,-9.780305536168176772e+00
-9.999999999999994671e+00,-1.599826694985881172e-09,-9.780305888156393124e+00
-9.999999999999994671e+00,-1.557306328081241928e-09,-9.780306236987765800e+00
-9.999999999999994671e+00,-1.515547925719328838e-09,-9.780306582662291248e+00
-9.999999999999994671e+00,-1.474544581877096448e-09,-9.780306925179974797e+00
-9.999999999999994671e+00,-1.434289390531498687e-09,-9.780307264540809342e+00
-9.999999999999994671e+00,-1.394775445659490517e-09,-9.780307600744800212e+00
-9.999999999999994671e+00,-1.355995841238024833e-09,-9.780307933791949182e+00
-9.999999999999994671e+00,-1.317943671244056596e-09,-9.780308263682250924e+00
-9.999999999999994671e+00,-1.280612029654539941e-09,-9.780308590415703662e+00
-9.999999999999994671e+00,-1.243994010446429003e-09,-9.780308913992316278e+00
-9.999999999999994671e+00,-1.208082707596677710e-09,-9.780309234412083441e+00
-9.999999999999994671e+00,-1.172871215082240404e-09,-9.780309551675005153e+00
-9.999999999999994671e+00,-1.138352626880071427e-09,-9.780309865781081413e+00
-9.999999999999994671e+00,-1.104520036967124499e-09,-9.780310176730312222e+00
-9.999999999999994671e+00,-1.071366539320353963e-09,-9.780310484522701131e+00
-9.999999999999994671e+00,-1.038885227916713953e-09,-9.780310789158242812e+00
-9.999999999999994671e+00,-1.007069196733159018e-09,-9.780311090636940818e+00
-9.999999999999994671e+00,-9.759115397466424660e-10,-9.780311388958791596e+00
-9.999999999999994671e+00,-9.454053509341192583e-10,-9.780311684123798699e+00
-9.999999999999994671e+00,-9.155437242725432199e-10,-9.780311976131960350e+00
-9.999999999999994671e+00,-8.863197537388683823e-10,-9.780312264983278325e+00
-9.999999999999994671e+00,-8.577265333100490872e-10,-9.780312550677750849e+00
-9.999999999999994671e+00,-8.297571569630393661e-10,-9.780312833215377921e+00
-9.999999999999994671e+00,-8.024047186747933539e-10,-9.780313112596157765e+00
-9.999999999999994671e+00,-7.756623124222651854e-10,-9.780313388820095710e+00
-9.999999999999994671e+00,-7.495230321824092023e-10,-9.780313661887188204e+00
-9.999999999999994671e+00,-7.239799719321793328e-10,-9.780313931797437021e+00
-9.999999999999994671e+00,-6.990262256485301253e-10,-9.780314198550838611e+00
-9.999999999999994671e+00,-6.746548873084150942e-10,-9.780314462147396526e+00
-9.999999999999994671e+00,-6.508590508887887882e-10,-9.780314722587108989e+00
-9.999999999999994671e+00,-6.276318103666051352e-10,-9.780314979869974223e+00
-9.999999999999994671e+00,-6.049662597188184770e-10,-9.780315233995994006e+00
-9.999999999999994671e+00,-5.828554929223827417e-10,-9.780315484965171891e+00
-9.999999999999994671e+00,-5.612926039542522708e-10,-9.780315732777506099e+00
-9.999999999999994671e+00,-5.402706867913811994e-10,-9.780315977432991303e+00
-9.999999999999994671e+00,-5.197828354107235589e-10,-9.780316218931634609e+00
-9.999999999999994671e+00,-4.998221437892335876e-10,-9.780316457273432462e+00
-9.999999999999994671e+00,-4.803817059038652135e-10,-9.780316692458384864e+00
-9.999999999999994671e+00,-4.614546157315728302e-10,-9.780316924486493591e+00
-9.999999999999994671e+00,-4.430339672493105206e-10,-9.780317153357756865e+00
-9.999999999999994671e+00,-4.251128544340321613e-10,-9.780317379072171136e+00
-9.999999999999994671e+00,-4.076843712626921457e-10,-9.780317601629743507e+00
-9.999999999999994671e+00,-3.907416117122447119e-10,-9.780317821030472203e+00
-9.999999999999994671e+00,-3.742776697596437364e-10,-9.780318037274353671e+00
-9.999999999999994671e+00,-3.582856393818435093e-10,-9.780318250361389687e+00
-9.999999999999994671e+00,-3.427586145557980101e-10,-9.780318460291583804e+00
-9.999999999999994671e+00,-3.276896892584615291e-10,-9.780318667064930693e+00
-9.999999999999994671e+00,-3.130719574667882010e-10,-9.780318870681433907e+00
-9.999999999999994671e+00,-2.988985131577320573e-10,-9.780319071141091669e+00
-9.999999999999994671e+00,-2.851624503082472846e-10,-9.780319268443905756e+00
-9.999999999999994671e+00,-2.718568628952879662e-10,-9.780319462589872614e+00
-9.999999999999994671e+00,-2.589748448958082885e-10,-9.780319653578995798e+00
-9.999999999999994671e+00,-2.465094902867624899e-10,-9.780319841411273529e+00
-9.999999999999994671e+00,-2.344538930451045501e-10,-9.780320026086705809e+00
-9.999999999999994671e+00,-2.228011471477886041e-10,-9.780320207605292637e+00
-9.999999999999994671e+00,-2.115443465717688126e-10,-9.780320385967035790e+00
-9.999999999999994671e+00,-2.006765852939993364e-10,-9.780320561171933491e+00
-9.999999999999994671e+00,-1.901909572914343360e-10,-9.780320733219985740e+00
-9.999999999999994671e+00,-1.800805565410278432e-10,-9.780320902111192538e+00
-9.999999999999994671e+00,-1.703384770197340443e-10,-9.780321067845553884e+00
-9.999999999999994671e+00,-1.609578127045071003e-10,-9.780321230423071555e+00
-9.999999999999994671e+00,-1.519316575723011200e-10,-9.780321389843745550e+00
-9.999999999999994671e+00,-1.432531056000701867e-10,-9.780321546107572317e+00
-9.999999999999994671e+00,-1.349152507647684612e-10,-9.780321699214555409e+00
-9.999999999999994671e+00,-1.269111870433501041e-10,-9.780321849164693049e+00
-9.999999999999994671e+00,-1.192340084127692245e-10,-9.780321995957987014e+00
-9.999999999999994671e+00,-1.118768088499799573e-10,-9.780322139594433750e+00
-9.999999999999994671e+00,-1.048326823319364245e-10,-9.780322280074036811e+00
-9.999999999999994671e+00,-9.809472283559277384e-11,-9.780322417396794421e+00
-9.999999999999994671e+00,-9.165602433790310144e-11,-9.780322551562706579e+00
-9.999999999999994671e+00,-8.550968081582158099e-11,-9.780322682571775061e+00
-9.999999999999994671e+00,-7.964878624630228273e-11,-9.780322810423998092e+00
-9.999999999999994671e+00,-7.406643460629941910e-11,-9.780322935119375671e+00
-9.999999999999994671e+00,-6.875571987276704745e-11,-9.780323056657907799e+00
-9.999999999999994671e+00,-6.370973602265932851e-11,-9.780323175039596251e+00
-9.999999999999994671e+00,-5.892157703293039716e-11,-9.780323290264439251e+00
-9.999999999999994671e+00,-5.438433688053438830e-11,-9.780323402332436800e+00
-9.999999999999994671e+00,-5.009110954242541095e-11,-9.780323511243588896e+00
-9.999999999999994671e+00,-4.603498899555761294e-11,-9.780323616997897318e+00
-9.999999999999994671e+00,-4.220906921688510975e-11,-9.780323719595358511e+00
-9.999999999999994671e+00,-3.860644418336202336e-11,-9.780323819035976030e+00
-9.999999999999994671e+00,-3.522020787194251449e-11,-9.780323915319748096e+00
-9.999999999999994671e+00,-3.204345425958069865e-11,-9.780324008446676487e+00
-9.999999999999994671e+00,-2.906927732323068811e-11,-9.780324098416757650e+00
-9.999999999999994671e+00,-2.629077103984663068e-11,-9.780324185229996914e+00
-9.999999999999994671e+00,-2.370102938638264831e-11,-9.780324268886388950e+00
-9.999999999999994671e+00,-2.129314633979287913e-11,-9.780324349385935534e+00
-9.999999999999994671e+00,-1.906021587703144510e-11,-9.780324426728638443e+00
-9.999999999999994671e+00,-1.699533197505247788e-11,-9.780324500914495900e+00
-9.999999999999994671e+00,-1.509158861081009942e-11,-9.780324571943509682e+00
-9.999999999999994671e+00,-1.334207976125845269e-11,-9.780324639815676235e+00
-9.999999999999994671e+00,-1.173989940335165804e-11,-9.780324704530999114e+00
-9.999999999999994671e+00,-1.027814151404384550e-11,-9.780324766089476540e+00
-9.999999999999994671e+00,-8.949900070289148356e-12,-9.780324824491110292e+00
-9.999999999999994671e+00,-7.748269049041690176e-12,-9.780324879735896815e+00
-9.999999999999994671e+00,-6.666342427255604232e-12,-9.780324931823839663e+00
-9.999999999999994671e+00,-5.697214181885018141e-12,-9.780324980754937059e+00
-9.999999999999994671e+00,-4.833978289884061943e-12,-9.780325026529190779e+00
-9.999999999999994671e+00,-4.069728728206864062e-12,-9.780325069146597272e+00
-9.999999999999994671e+00,-3.397559473807554538e-12,-9.780325108607160089e+00
-9.999999999999994671e+00,-2.810564503640262200e-12,-9.780325144910877455e+00
-9.999999999999994671e+00,-2.301837794659117086e-12,-9.780325178057751145e+00
-8.999999999999994671e+00,-1.413716694293026994e-02,-9.780325208047777608e+00
-8.099999999999996092e+00,-2.417455547071595268e-02,-9.780325213783527261e+00
-7.289999999999996483e+00,-3.103249515351133928e-02,-9.780325203584549598e+00
-6.560999999999997279e+00,-3.544231577433569480e-02,-9.780325183632996300e+00
-5.904899999999997817e+00,-3.798367100718750416e-02,-9.780325158453960555e+00
-5.314409999999997858e+00,-3.911462922278314408e-02,-9.780325131295265706e+00
-4.782968999999997806e+00,-3.919591980670270731e-02,-9.780325104426923488e+00
-4.304672099999998558e+00,-3.851045816603594629e-02,-9.780325079376522623e+00
-3.874204889999998791e+00,-3.727905792481842756e-02,-9.780325057113570253e+00
-3.486784400999999090e+00,-3.567306504838253789e-02,-9.780325038193270260e+00
-3.138105960899999047e+00,-3.382450800552473658e-02,-9.780325022868103346e+00
-2.824295364809999320e+00,-3.183424426915965055e-02,-9.780325011173944816e+00
-2.541865828328999655e+00,-2.977849136421870796e-02,-9.780325002996070438e+00
-2.287679245496099689e+00,-2.771405616057983495e-02,-9.780324998119329649e+00
-2.058911320946489987e+00,-2.568251583005930899e-02,-9.780324996265919779e+00
-1.853020188851840944e+00,-2.371355512832194756e-02,-9.780324997123468478e+00
-1.667718169966656783e+00,-2.182762522930051935e-02,-9.780325000365571952e+00
-1.500946352969991127e+00,-2.003805745354042545e-02,-9.780325005666517413e+00
-1.350851717672991947e+00,-1.835273945337726961e-02,-9.780325012711532651e+00
-1.215766545905692775e+00,-1.677544058162739465e-02,-9.780325021203612579e+00
-1.094189891315123564e+00,-1.530685633305404504e-02,-9.780325030867798475e+00
-9.847709021836111853e-01,-1.394542814549927512e-02,-9.780325041453512114e+00
-8.862938119652500335e-01,-1.268798386199059165e-02,-9.780325052735502567e+00
-7.976644307687250635e-01,-1.153023528591817261e-02,-9.780325064513766264e+00
-7.178979876918525349e-01,-1.046716210351215925e-02,-9.780325076612760071e+00
-6.461081889226673036e-01,-9.493305673554676069e-03,-9.780325088880143625e+00
-5.814973700304005844e-01,-8.602991528301363530e-03,-9.780325101185205483e+00
-5.233476330273605370e-01,-7.790495677357197821e-03,-9.780325113417140059e+00
-4.710128697246244722e-01,-7.050166784132348534e-03,-9.780325125483233961e+00
-4.239115827521620083e-01,-6.376513852056144710e-03,-9.780325137307057659e+00
-3.815204244769458408e-01,-5.764267101366757004e-03,-9.780325148826701565e+00
-3.433683820292512401e-01,-5.208418145171453233e-03,-9.780325159993106254e+00
-3.090315438263261383e-01,-4.704244311330049201e-03,-9.780325170768469079e+00
-2.781283894436935578e-01,-4.247320944527624258e-03,-9.780325181124801759e+00
-2.503155504993241909e-01,-3.833524712165861052e-03,-9.780325191042576805e+00
-2.252839954493917884e-01,-3.459030289226213816e-03,-9.780325200509521366e+00
-2.027555959044526068e-01,-3.120302279391142745e-03,-9.780325209519521223e+00
-1.824800363140073600e-01,-2.814083816896173745e-03,-9.780325218071634907e+00
-1.642320326826066379e-01,-2.537382965199543039e-03,-9.780325226169235719e+00
-1.478088294143459769e-01,-2.287457767957137237e-03,-9.780325233819237241e+00
-1.330279464729113847e-01,-2.061800601559467955e-03,-9.780325241031421868e+00
-1.197251518256202546e-01,-1.858122315809166824e-03,-9.780325247817852841e+00
-1.077526366430582305e-01,-1.674336521480052076e-03,-9.780325254192367979e+00
-9.697737297875240470e-02,-1.508544283489236327e-03,-9.780325260170139146e+00
-8.727963568087716839e-02,-1.359019400590865323e-03,-9.780325265767299214e+00
-7.855167211278944739e-02,-1.224194392329956129e-03,-9.780325271000613441e+00
-7.069650490151049849e-02,-1.102647267836713747e-03,-9.780325275887227221e+00
-6.362685441135945696e-02,-9.930891159754720154e-04,-9.780325280444419178e+00
-5.726416897022350988e-02,-8.943525300483221334e-04,-9.780325284689434184e+00
-5.153775207320115959e-02,-8.053808608197411895e-04,-9.780325288639311054e+00
-4.638397686588104779e-02,-7.252182775797603054e-04,-9.780325292310774188e+00
-4.174557917929294648e-02,-6.530006071070282130e-04,-9.780325295720121659e+00
-3.757102126136365600e-02,-5.879469137806026154e-04,-9.780325298883154161e+00
-3.381391913522729248e-02,-5.293517799670362234e-04,-9.780325301815114614e+00
-3.043252722170456531e-02,-4.765782435808022465e-04,-9.780325304530649078e+00
-2.738927449953411017e-02,-4.290513489104319685e-04,-9.780325307043767680e+00
-2.465034704958070019e-02,-3.862522670496632135e-04,-9.780325309367835729e+00
-2.218531234462263121e-02,-3.477129432824487541e-04,-9.780325311515563058e+00
-1.996678111016036983e-02,-3.130112303170123444e-04,-9.780325313499000472e+00
-1.797010299914433493e-02,-2.817664681724155206e-04,-9.780325315329546854e+00
-1.617309269922990317e-02,-2.536354736569579413e-04,-9.780325317017961595e+00
-1.455578342930691389e-02,-2.283089046389367147e-04,-9.780325318574375260e+00
-1.310020508637622233e-02,-2.055079666198889586e-04,-9.780325320008312673e+00
-1.179018457773860044e-02,-1.849814314214547637e-04,-9.780325321328712462e+00
-1.061116611996474127e-02,-1.665029400480180918e-04,-9.780325322543946598e+00
-9.550049507968267834e-03,-1.498685639590999013e-04,-9.780325323661850589e+00
-8.595044557171440530e-03,-1.348946010582851337e-04,-9.780325324689737698e+00
-7.735540101454296304e-03,-1.214155846667132528e-04,-9.780325325634436240e+00
-6.961986091308866587e-03,-1.092824855918192927e-04,-9.780325326502307348e+00
-6.265787482177979928e-03,-9.836108912320652492e-05,-9.780325327299266291e+00
-5.639208733960182282e-03,-8.853053038747641865e-05,-9.780325328030821552e+00
-5.075287860564164574e-03,-7.968197297499657664e-05,-9.780325328702081933e+00
-4.567759074507748290e-03,-7.171741711800335014e-05,-9.780325329317792082e+00
-4.110983167056973635e-03,-6.454862495624272755e-05,-9.780325329882350260e+00
-3.699884850351276445e-03,-5.809615157938012483e-05,-9.780325330399826100e+00
-3.329896365316149017e-03,-5.228847159086854051e-05,-9.780325330873992584e+00
-2.996906728784534159e-03,-4.706119190224661173e-05,-9.780325331308336700e+00
-2.697216055906080656e-03,-4.235634234632801580e-05,-9.780325331706078984e+00
-2.427494450315472504e-03,-3.812173649871263302e-05,-9.780325332070198385e+00
-2.184745005283925297e-03,-3.431039582555497913e-05,-9.780325332403439376e+00
-1.966270504755532941e-03,-3.088003093736699635e-05,-9.780325332708336816e+00
-1.769643454279979733e-03,-2.779257432929749664e-05,-9.780325332987226616e+00
-1.592679108851981738e-03,-2.501375953298766780e-05,-9.780325333242261721e+00
-1.433411197966783695e-03,-2.251274209858053401e-05,-9.780325333475420990e+00
-1.290070078170105303e-03,-2.026175827225420556e-05,-9.780325333688532297e+00
-1.161063070353094816e-03,-1.823581763891897378e-05,-9.780325333883270744e+00
-1.044956763317785378e-03,-1.641242636530762755e-05,-9.780325334061179987e+00
-9.404610869860069054e-04,-1.477133800913360637e-05,-9.780325334223679334e+00
-8.464149782874062474e-04,-1.329432915853870790e-05,-9.780325334372070856e+00
-7.617734804586656768e-04,-1.196499743567228911e-05,-9.780325334507550039e+00
-6.855961324127991634e-04,-1.076857964165438955e-05,-9.780325334631214673e+00
-6.170365191715193121e-04,-9.691788039853406472e-06,-9.780325334744075505e+00
-5.553328672543673484e-04,-8.722662972612771034e-06,-9.780325334847052687e+00
-4.997995805289305810e-04,-7.850440185344201811e-06,-9.780325334940997095e+00
-4.498196224760375229e-04,-7.065431393133374651e-06,-9.780325335026683220e+00
-4.048376602284337869e-04,-6.358916770371644033e-06,-9.780325335104825157e+00
-3.643538942055904190e-04,-5.723048174970779946e-06,-9.780325335176073054e+00
-3.279185047850313880e-04,-5.150762036828601319e-06,-9.780325335241023765e+00
-2.951266543065282763e-04,-4.635700946652707684e-06,-9.780325335300226186e+00
-2.656139888758754378e-04,-4.172143077157574943e-06,-9.780325335354179472e+00
-2.390525899882878940e-04,-3.754938655059128376e-06,-9.780325335403340148e+00
-2.151473309894590992e-04,-3.379452780132734956e-06,-9.780325335448129209e+00
-1.936325978905132001e-04,-3.041513957718369208e-06,-9.780325335488926797e+00
-1.742693381014618747e-04,-2.737367774211144170e-06,-9.780325335526084629e+00
-1.568424042913157035e-04,-2.463635201953863402e-06,-9.780325335559922451e+00
-1.411581638621841358e-04,-2.217275071170679495e-06,-9.780325335590733360e+00
-1.270423474759657331e-04,-1.995550292706992672e-06,-9.780325335618783811e+00
-1.143381127283691625e-04,-1.795997456875029634e-06,-9.780325335644315388e+00
-1.029043014555322517e-04,-1.616399471102400336e-06,-9.780325335667555464e+00
-9.261387130997903057e-05,-1.454760932752705218e-06,-9.780325335688704769e+00
-8.335248417898112616e-05,-1.309285963802973165e-06,-9.780325335707948042e+00
-7.501723576108300948e-05,-1.178358261355859415e-06,-9.780325335725455815e+00
-6.751551218497470988e-05,-1.060523142535649592e-06,-9.780325335741384407e+00
-6.076396096647723754e-05,-9.544713844370364835e-07,-9.780325335755872374e+00
-5.468756486982951379e-05,-8.590246797083412593e-07,-9.780325335769049389e+00
-4.921880838284656512e-05,-7.731225462761612236e-07,-9.780325335781032692e+00
-4.429692754456190657e-05,-6.958105458543522648e-07,-9.780325335791928865e+00
-3.986723479010571592e-05,-6.262296804051180913e-07,-9.780325335801835607e+00
-3.588051131109514365e-05,-5.636068487944264343e-07,-9.780325335810841736e+00
-3.229246017998563132e-05,-5.072462576526354652e-07,-9.780325335819028965e+00
-2.906321416198707022e-05,-4.565216910443671166e-07,-9.780325335826470123e+00
-2.615689274578836455e-05,-4.108695530865936528e-07,-9.780325335833232714e+00
-2.354120347120953013e-05,-3.697826062362289095e-07,-9.780325335839378909e+00
-2.118708312408857779e-05,-3.328043356933220018e-07,-9.780325335844963774e+00
-1.906837481167972069e-05,-2.995238773188670416e-07,-9.780325335850037050e+00
-1.716153733051175066e-05,-2.695714527243282315e-07,-9.780325335854646696e+00
-1.544538359746057762e-05,-2.426142608226445076e-07,-9.780325335858835345e+00
-1.390084523771452020e-05,-2.183527802001841065e-07,-9.780325335862638525e+00
-1.251076071394306767e-05,-1.965174412321042829e-07,-9.780325335866093539e+00
-1.125968464254876124e-05,-1.768656309704614218e-07,-9.780325335869230585e+00
-1.013371617829388580e-05,-1.591789975307823053e-07,-9.780325335872079862e+00
-9.120344560464498063e-06,-1.432610240296687145e-07,-9.780325335874666237e+00
-8.208310104418048935e-06,-1.289348451202904606e-07,-9.780325335877014581e+00
